Georgia;GEO;Natural capital (constant 2014 US$);NW.NCA.TO;29617092770;40788345590;41603043017;25091744282;27371939171
Germany;DEU;Natural capital (constant 2014 US$);NW.NCA.TO;5,24138E+11;4,95218E+11;5,06172E+11;5,9563E+11;6,23611E+11
Ghana;GHA;Natural capital (constant 2014 US$);NW.NCA.TO;1,24201E+11;1,37805E+11;1,72822E+11;1,40083E+11;2,25492E+11
Greece;GRC;Natural capital (constant 2014 US$);NW.NCA.TO;1,63382E+11;1,46612E+11;1,46307E+11;1,38597E+11;1,36658E+11
Guatemala;GTM;Natural capital (constant 2014 US$);NW.NCA.TO;81102250944;77234687969;80492917931;1,17532E+11;1,44094E+11
Guinea;GIN;Natural capital (constant 2014 US$);NW.NCA.TO;26355296102;28931997023;45471709138;73365021143;89540765103
Guyana;GUY;Natural capital (constant 2014 US$);NW.NCA.TO;27431682649;27359206270;25211748958;25075419215;30265201144
Haiti;HTI;Natural capital (constant 2014 US$);NW.NCA.TO;18290933895;18576929437;20247827579;24175247681;31906493014
Honduras;HND;Natural capital (constant 2014 US$);NW.NCA.TO;83285080346;91489473070;69868037757;82924229356;84384163992
Hungary;HUN;Natural capital (constant 2014 US$);NW.NCA.TO;66689365785;57447506335;54440458336;57559507876;65341717430
Iceland;ISL;Natural capital (constant 2014 US$);NW.NCA.TO;2243035639;1678338811;1549511405;2000116628;2939901490
India;IND;Natural capital (constant 2014 US$);NW.NCA.TO;2,51698E+12;2,75705E+12;3,17697E+12;5,01105E+12;6,13814E+12
Indonesia;IDN;Natural capital (constant 2014 US$);NW.NCA.TO;1,36566E+12;1,4245E+12;1,52854E+12;2,04699E+12;2,40275E+12
Iraq;IRQ;Natural capital (constant 2014 US$);NW.NCA.TO;97184272839;2,87941E+11;1,11532E+12;2,0735E+12;2,52276E+12
Ireland;IRL;Natural capital (constant 2014 US$);NW.NCA.TO;87569859436;76011824562;60606531690;65307892036;73469494400
Italy;ITA;Natural capital (constant 2014 US$);NW.NCA.TO;5,96489E+11;5,76875E+11;5,30314E+11;5,05528E+11;5,2396E+11
Jamaica;JAM;Natural capital (constant 2014 US$);NW.NCA.TO;41096677103;22112879524;19718747571;20236964558;18938780968
Japan;JPN;Natural capital (constant 2014 US$);NW.NCA.TO;4,28703E+11;4,11578E+11;4,09974E+11;4,68037E+11;4,75645E+11
Jordan;JOR;Natural capital (constant 2014 US$);NW.NCA.TO;74432330594;71779849889;39237096315;74346312669;65822565526
Kazakhstan;KAZ;Natural capital (constant 2014 US$);NW.NCA.TO;4,68212E+11;3,78336E+11;6,80393E+11;1,17015E+12;1,15156E+12
Kenya;KEN;Natural capital (constant 2014 US$);NW.NCA.TO;2,53942E+11;2,07404E+11;2,52937E+11;2,8022E+11;3,03755E+11
Korea, Rep.;KOR;Natural capital (constant 2014 US$);NW.NCA.TO;1,33095E+11;1,57367E+11;1,5407E+11;1,98905E+11;2,02346E+11
Kuwait;KWT;Natural capital (constant 2014 US$);NW.NCA.TO;4,51456E+11;7,19938E+11;1,16091E+12;1,79923E+12;2,21895E+12
Kyrgyz Republic;KGZ;Natural capital (constant 2014 US$);NW.NCA.TO;31792582723;43782258876;57623824513;66919785425;73353343952
Lao PDR;LAO;Natural capital (constant 2014 US$);NW.NCA.TO;41631132433;62110182176;93358359586;1,20412E+11;1,51111E+11
Latvia;LVA;Natural capital (constant 2014 US$);NW.NCA.TO;34211729608;35319522724;34228135349;33232389995;37360402523
Lebanon;LBN;Natural capital (constant 2014 US$);NW.NCA.TO;28459300688;21882889143;17475716703;23868187151;23182556695
Liberia;LBR;Natural capital (constant 2014 US$);NW.NCA.TO;17459384656;16579805354;22577653542;21097605578;30937458580
Lithuania;LTU;Natural capital (constant 2014 US$);NW.NCA.TO;24422765795;33366646624;29481747827;32267073681;37410223788
Luxembourg;LUX;Natural capital (constant 2014 US$);NW.NCA.TO;12032753903;6889751978;4147320512;5230595511;4972632654
Macedonia, FYR;MKD;Natural capital (constant 2014 US$);NW.NCA.TO;20984786776;14992859146;16577969705;27459413696;23696033851
Madagascar;MDG;Natural capital (constant 2014 US$);NW.NCA.TO;85695484256;74316261956;66204218226;98404909696;1,17017E+11
Malawi;MWI;Natural capital (constant 2014 US$);NW.NCA.TO;23221557922;34161458781;34250988107;63168959332;94193350643
Malaysia;MYS;Natural capital (constant 2014 US$);NW.NCA.TO;6,09987E+11;4,94851E+11;5,99786E+11;8,42594E+11;8,56911E+11
Maldives;MDV;Natural capital (constant 2014 US$);NW.NCA.TO;140529615;127786015,4;159793366,2;163649668,9;160737988,9
Mali;MLI;Natural capital (constant 2014 US$);NW.NCA.TO;70799605762;75574284675;1,00671E+11;1,68374E+11;1,88645E+11
Malta;MLT;Natural capital (constant 2014 US$);NW.NCA.TO;756430594,3;836771825,6;754104016,3;730626202,1;707195207,1
Mauritania;MRT;Natural capital (constant 2014 US$);NW.NCA.TO;18373463729;26451869054;34588572314;70925030463;69762432254
Mauritius;MUS;Natural capital (constant 2014 US$);NW.NCA.TO;4142632021;5842712602;4434416125;3815104739;3756974361
Mexico;MEX;Natural capital (constant 2014 US$);NW.NCA.TO;1,42292E+12;1,2603E+12;1,24247E+12;1,62972E+12;1,8343E+12
Moldova;MDA;Natural capital (constant 2014 US$);NW.NCA.TO;31898387958;20705254661;21543060870;17718501378;17417527002
Mongolia;MNG;Natural capital (constant 2014 US$);NW.NCA.TO;79594629685;83249681966;89410272693;1,20194E+11;1,45629E+11
Morocco;MAR;Natural capital (constant 2014 US$);NW.NCA.TO;1,36325E+11;1,35667E+11;1,6508E+11;2,9567E+11;4,1966E+11
Mozambique;MOZ;Natural capital (constant 2014 US$);NW.NCA.TO;34883944743;45853573577;53405751975;90710662401;1,12577E+11
Namibia;NAM;Natural capital (constant 2014 US$);NW.NCA.TO;34078122047;27520065530;29996184160;42796557149;44454503258
Nepal;NPL;Natural capital (constant 2014 US$);NW.NCA.TO;1,01992E+11;1,22144E+11;1,50004E+11;1,95697E+11;1,56215E+11
Netherlands;NLD;Natural capital (constant 2014 US$);NW.NCA.TO;1,57121E+11;1,34215E+11;1,44816E+11;1,50329E+11;1,60694E+11
Nicaragua;NIC;Natural capital (constant 2014 US$);NW.NCA.TO;39630921624;34283355553;43557724312;62877867834;81215245911
Niger;NER;Natural capital (constant 2014 US$);NW.NCA.TO;55557109048;70006601924;94665877399;1,49775E+11;1,62274E+11
Nigeria;NGA;Natural capital (constant 2014 US$);NW.NCA.TO;3,88177E+12;2,98891E+12;3,13888E+12;3,30062E+12;2,3006E+12
Norway;NOR;Natural capital (constant 2014 US$);NW.NCA.TO;2,52906E+11;3,15328E+11;4,62372E+11;5,42687E+11;5,30078E+11
Oman;OMN;Natural capital (constant 2014 US$);NW.NCA.TO;1,44422E+11;2,04632E+11;2,90547E+11;3,27508E+11;4,03435E+11
Pakistan;PAK;Natural capital (constant 2014 US$);NW.NCA.TO;7,12444E+11;8,04082E+11;7,96451E+11;9,38344E+11;1,10699E+12
Panama;PAN;Natural capital (constant 2014 US$);NW.NCA.TO;41809091223;41091602706;39218309938;46497657176;50802051115
Papua New Guinea;PNG;Natural capital (constant 2014 US$);NW.NCA.TO;1,65176E+11;1,61668E+11;1,85437E+11;2,52546E+11;2,79635E+11
Paraguay;PRY;Natural capital (constant 2014 US$);NW.NCA.TO;76324890225;82807551127;96413752648;1,15919E+11;1,39949E+11
Peru;PER;Natural capital (constant 2014 US$);NW.NCA.TO;2,62068E+11;2,75463E+11;3,32756E+11;6,52603E+11;7,7168E+11
Philippines;PHL;Natural capital (constant 2014 US$);NW.NCA.TO;3,31001E+11;2,96344E+11;2,92008E+11;4,41804E+11;5,59543E+11
Poland;POL;Natural capital (constant 2014 US$);NW.NCA.TO;2,57107E+11;2,13413E+11;2,54903E+11;3,66624E+11;3,93526E+11
Portugal;PRT;Natural capital (constant 2014 US$);NW.NCA.TO;96617337560;99470772532;89314373287;90812168878;95579116855
Qatar;QAT;Natural capital (constant 2014 US$);NW.NCA.TO;60561851388;88724727394;4,11873E+11;8,77736E+11;1,43423E+12
Romania;ROU;Natural capital (constant 2014 US$);NW.NCA.TO;4,26261E+11;3,44764E+11;3,50931E+11;3,01611E+11;3,43737E+11
Russian Federation;RUS;Natural capital (constant 2014 US$);NW.NCA.TO;3,75782E+12;4,16471E+12;6,48127E+12;7,23893E+12;6,74811E+12
Rwanda;RWA;Natural capital (constant 2014 US$);NW.NCA.TO;31199966450;29719705025;33118568905;51314353834;75420829239
Saudi Arabia;SAU;Natural capital (constant 2014 US$);NW.NCA.TO;2,20628E+12;2,43789E+12;3,90951E+12;6,34017E+12;7,78916E+12
Senegal;SEN;Natural capital (constant 2014 US$);NW.NCA.TO;30571519456;36293529294;35690097968;45015913891;55517670035
Sierra Leone;SLE;Natural capital (constant 2014 US$);NW.NCA.TO;13216396334;10711618436;12014612369;24606012134;59056688746
Singapore;SGP;Natural capital (constant 2014 US$);NW.NCA.TO;144158926,9;176868736,9;227241487,7;265774867,5;305427974,5
Slovak Republic;SVK;Natural capital (constant 2014 US$);NW.NCA.TO;42842415686;35355480150;32812469538;36930277777;39993896121
Slovenia;SVN;Natural capital (constant 2014 US$);NW.NCA.TO;18472939318;20320799357;23331439196;27147655914;30281580484
Solomon Islands;SLB;Natural capital (constant 2014 US$);NW.NCA.TO;3505042613;3828988210;5077063222;8457141142;8261156615
South Africa;ZAF;Natural capital (constant 2014 US$);NW.NCA.TO;3,75611E+11;3,39903E+11;4,43728E+11;7,32391E+11;7,4412E+11
Spain;ESP;Natural capital (constant 2014 US$);NW.NCA.TO;3,928E+11;4,50519E+11;4,44408E+11;4,46798E+11;4,78668E+11
Sri Lanka;LKA;Natural capital (constant 2014 US$);NW.NCA.TO;75159344858;67142285653;55143244973;63006575078;67447109600
Suriname;SUR;Natural capital (constant 2014 US$);NW.NCA.TO;38961087801;33262514540;33750817495;36979573653;46597202281
Swaziland;SWZ;Natural capital (constant 2014 US$);NW.NCA.TO;7269213816;7108152942;6667197201;7703930134;9042166883
Sweden;SWE;Natural capital (constant 2014 US$);NW.NCA.TO;1,73557E+11;1,72178E+11;1,79268E+11;2,46913E+11;2,70426E+11
Switzerland;CHE;Natural capital (constant 2014 US$);NW.NCA.TO;61206799048;73141386016;70085261425;68300611459;69856232763
Tajikistan;TJK;Natural capital (constant 2014 US$);NW.NCA.TO;28545749889;21815747981;39549854105;44736255043;61649278176
Tanzania;TZA;Natural capital (constant 2014 US$);NW.NCA.TO;3,55426E+11;2,34184E+11;2,42603E+11;3,28736E+11;4,16615E+11
Thailand;THA;Natural capital (constant 2014 US$);NW.NCA.TO;3,11641E+11;3,59592E+11;5,04988E+11;5,7853E+11;6,87025E+11
Togo;TGO;Natural capital (constant 2014 US$);NW.NCA.TO;14036088588;16808568129;16156653421;29725888589;37673116213
Tunisia;TUN;Natural capital (constant 2014 US$);NW.NCA.TO;51436580455;54474290067;62056304404;93586874272;1,13287E+11
Turkey;TUR;Natural capital (constant 2014 US$);NW.NCA.TO;9,13628E+11;8,75484E+11;7,61909E+11;8,40558E+11;9,96512E+11
Turkmenistan;TKM;Natural capital (constant 2014 US$);NW.NCA.TO;2,24059E+11;1,88193E+11;2,53509E+11;2,96352E+11;3,13454E+11
Uganda;UGA;Natural capital (constant 2014 US$);NW.NCA.TO;1,05668E+11;99343164322;1,66346E+11;2,12559E+11;1,99092E+11
Ukraine;UKR;Natural capital (constant 2014 US$);NW.NCA.TO;5,25071E+11;3,31449E+11;4,35456E+11;5,64359E+11;6,04165E+11
United Arab Emirates;ARE;Natural capital (constant 2014 US$);NW.NCA.TO;7,16522E+11;8,01894E+11;1,25522E+12;1,95088E+12;2,3572E+12
United Kingdom;GBR;Natural capital (constant 2014 US$);NW.NCA.TO;4,10496E+11;3,10637E+11;3,4088E+11;4,04597E+11;4,9054E+11
United States;USA;Natural capital (constant 2014 US$);NW.NCA.TO;4,88903E+12;5,05668E+12;5,70717E+12;7,56985E+12;7,53389E+12
Uruguay;URY;Natural capital (constant 2014 US$);NW.NCA.TO;32711331872;36459008320;47713683634;67233204595;75232218068
Venezuela, RB;VEN;Natural capital (constant 2014 US$);NW.NCA.TO;6,99013E+11;7,23742E+11;9,20088E+11;1,04541E+12;1,17101E+12
Vietnam;VNM;Natural capital (constant 2014 US$);NW.NCA.TO;3,27589E+11;3,64124E+11;4,95702E+11;7,53227E+11;8,51143E+11
West Bank and Gaza;PSE;Natural capital (constant 2014 US$);NW.NCA.TO;7749147371;16169795302;23707209188;23885049784;18279912166
Yemen, Rep.;YEM;Natural capital (constant 2014 US$);NW.NCA.TO;1,31305E+11;1,61218E+11;2,37158E+11;3,08027E+11;2,74706E+11
Zambia;ZMB;Natural capital (constant 2014 US$);NW.NCA.TO;1,45572E+11;1,14801E+11;1,13731E+11;1,72341E+11;2,5633E+11
Zimbabwe;ZWE;Natural capital (constant 2014 US$);NW.NCA.TO;81397103068;68371268888;96872331002;1,2798E+11;1,12627E+11
