Date;Australian dollar   (AUD)                     ;Chilean peso   (CLP)                     ;Deutsche mark   (DEM)                     ;Euro   (EUR)                     ;Norwegian krone   (NOK)                     ;South African rand   (ZAR)                     ;U.S. dollar   (USD)                     
10-aug-99;0,477885;0,00149642;0,400716837;0,785405;0,0949191;0,118413;0,731494
11-aug-99;0,47691;0,00149788;0,39910102;0,782238;0,0949494;0,119394;0,733256
12-aug-99;0,478829;0,00150157;0,399212245;0,782456;0,0951144;;0,735529
13-aug-99;0,47805;0,0014967;0,399158163;0,78235;0,0947217;0,119989;0,73343
16-aug-99;0,480438;0,00149982;0,395892857;0,77595;0,0943925;0,120332;0,735289
17-aug-99;0,478437;0,00150157;0,395634694;0,775444;0,0945784;0,120531;0,736624
18-aug-99;0,475511;0,00150024;0,394298469;0,772825;0,0941612;0,1201;0,734834
19-aug-99;0,466643;0,00149712;0,393203571;0,770679;0,0939335;0,119513;0,732794
20-aug-99;0,465231;0,00149066;0,396670408;0,777474;0,0942738;0,11926;0,728859
23-aug-99;0,4656;0,00149035;0,39490102;0,774006;0,0938022;0,119921;0,729781
24-aug-99;0,467486;0,00149611;0,393417347;0,771098;0,0936081;0,120184;0,733541
25-aug-99;0,465635;0,00149794;0,391185714;0,766724;0,0930092;0,120269;0,734903
26-aug-99;0,464144;0,00149706;0,391757143;0,767844;0,0922391;0,120462;0,734638
27-aug-99;0,46444;0,00149747;0,391869898;0,768065;0,0925995;0,120638;0,73499
30-aug-99;0,46436;0,00149665;0,391828061;0,767983;0,0925333;0,120619;0,734631
31-aug-99;0,46567;0,0014905;0,393792347;0,771833;0,093221;0,120037;0,730004
1-sep-99;0,464561;0,00148676;0,394217857;0,772667;0,0933454;0,120387;0,728038
2-sep-99;0,46503;0,00148586;0,395384184;0,774953;0,0931316;0,120228;0,726836
3-sep-99;0,469186;;0,396382143;0,776909;0,0931597;0,120926;0,727307
6-sep-99;0,46977;;0,394217857;0,772667;0,0932605;0,120722;0,729344
7-sep-99;0,472679;0,00149267;0,394654082;0,773522;0,0935052;0,121127;0,732155
8-sep-99;0,474926;0,00148989;0,395634694;0,775444;0,0942841;0,119848;0,730655
9-sep-99;0,471977;0,00148416;0,393005102;0,77029;0,0936861;0,119621;0,727238
10-sep-99;0,474276;0,00148453;0,39114949;0,766653;0,0932214;0,120089;0,728758
13-sep-99;0,478149;0,00148573;0,38495102;0,754504;0,0923333;0,12016;0,729553
14-sep-99;0,478139;0,00148652;0,385687245;0,755947;0,0924027;0,11996;0,729538
15-sep-99;;0,00147809;0,383986735;0,752614;0,0914583;0,119155;0,725831
16-sep-99;0,470643;0,00147813;0,383872959;0,752391;0,0915824;0,118366;0,725406
17-sep-99;0,473792;0,00148274;0,386359694;0,757265;0,0921974;0,11947;0,72835
20-sep-99;0,469805;0,00148476;0,387370918;0,759247;0,0927838;0,119876;0,729624
21-sep-99;0,468203;0,00147794;0,384188265;0,753009;;0,119391;0,724884
22-sep-99;0,469715;0,0014742;0,387459694;0,759421;0,0923642;0,119139;0,722639
23-sep-99;0,46954;0,0014743;0,384996429;0,754593;0,0922375;0,119318;0,723483
24-sep-99;0,470013;0,0014742;0,386487755;0,757516;0,0924759;;0,723097
27-sep-99;0,474321;0,00147385;0,384703571;0,754019;0,0920157;0,120604;0,724044
28-sep-99;0,471446;0,00147648;0,387746429;0,759983;0,0929874;0,121445;0,724967
29-sep-99;0,474218;0,00147691;0,390539796;0,765458;0,093223;0,120546;0,72466
30-sep-99;0,470998;0,00147039;0,392113265;0,768542;0,0928073;0,119974;0,720621
1-Oct-1999;0,468951;0,00146948;0,393558673;0,771375;0,0935336;0,119589;0,71903
4-Oct-1999;;0,00146773;0,393242857;0,770756;0,0935613;0,119833;0,719056
5-Oct-1999;0,477375;0,00147045;0,393152551;0,770579;0,0936022;0,120517;0,721111
6-Oct-1999;0,476446;0,0014694;0,394736735;0,773684;0,0936094;0,119291;0,720577
7-Oct-1999;0,477863;0,00147265;0,395316327;0,77482;0,0936393;0,119496;0,722174
8-Oct-1999;0,474512;0,00147295;0,393118878;0,770513;0,0926379;0,119575;0,723011
11-Oct-1999;0,472204;0,00147103;0,391744388;0,767819;0,0926145;0,118917;0,722245
12-Oct-1999;0,470223;;0,392659694;0,769613;0,0927194;0,118821;0,721422
13-Oct-1999;0,472969;0,00146965;0,396409694;0,776963;0,0933963;0,118032;0,720879
14-Oct-1999;0,468465;0,00146831;0,395280612;0,77475;0,0932647;0,117799;0,720162
15-Oct-1999;;0,00146266;0,39710102;0,778318;0,0932956;0,116409;0,71609
18-Oct-1999;0,460667;0,00146103;0,396638776;0,777412;0,0929026;0,116417;0,715322
19-Oct-1999;0,462708;0,00146198;0,395457653;0,775097;0,0927541;0,116644;0,716488
20-Oct-1999;0,466065;0,00146429;0,394982653;0,774166;0,0931108;0,117483;0,71835
21-Oct-1999;0,465254;0,00146399;0,395514286;0,775208;0,0930732;0,116812;0,717985
22-Oct-1999;0,465992;;0,393435204;0,771133;0,0930982;0,117;0,7168
25-Oct-1999;0,466664;0,00146492;0,392161735;0,768637;0,0929148;0,117363;0,719495
26-Oct-1999;0,469291;0,00146347;0,390177041;0,764747;0,0925339;0,116918;0,71922
27-Oct-1999;0,465236;0,00146162;0,387061735;0,758641;0,0920734;0,116875;0,718955
28-Oct-1999;0,464251;0,00146629;0,38780102;0,76009;0,0921319;0,117527;0,721559
29-Oct-1999;0,466858;0,0014704;0,386259694;0,757069;0,091811;0,117871;0,72426
1-nov-99;0,458728;;0,388616837;0,761689;0,0922755;0,117275;0,720478
2-nov-99;0,461725;0,00146688;0,387230612;0,758972;0,0918458;0,117522;0,722349
3-nov-99;0,464917;0,00146475;0,386111735;0,756779;0,0916641;0,117228;0,72136
4-nov-99;0,464605;0,00146679;0,387412755;0,759329;0,0919398;0,117976;0,722895
5-nov-99;0,462688;0,00147137;0,38564898;0,755872;0,0917817;0,118832;0,726241
8-nov-99;0,465324;0,0014723;0,386037245;0,756633;0,0919587;0,118695;0,727182
9-nov-99;0,462424;;0,386082143;0,756721;0,0922662;0,118725;0,725941
10-nov-99;0,463732;0,00147046;0,385328061;0,755243;0,0922996;0,118588;0,726056
11-nov-99;0,466233;0,00147023;0,385383673;0,755352;0,0922;0,118386;0,725881
12-nov-99;0,466939;0,00147037;0,382153571;0,749021;0,0914496;0,118587;0,72664
15-nov-99;0,470464;0,0014712;0,382396939;0,749498;0,0917768;0,118685;0,727597
16-nov-99;0,469394;0,00147165;0,383891837;0,752428;0,0918433;0,118436;0,727968
17-nov-99;0,466889;0,00146967;0,385639286;0,755853;0,0920598;0,118133;0,726223
18-nov-99;0,465347;0,00147024;0,385008673;0,754617;0,0921922;0,118412;0,726991
19-nov-99;0,465572;0,00147314;0,382522449;0,749744;0,0916612;0,118784;0,729394
22-nov-99;0,46542;0,00147042;0,382928061;0,750539;0,0918255;0,11858;0,727901
23-nov-99;0,462775;0,00146865;0,382514286;0,749728;0,0917661;0,118541;0,726833
24-nov-99;0,463241;0,00147074;0,379844388;0,744495;0,0911533;0,118827;0,728825
25-nov-99;0,461414;0,00147103;0,379238776;0,743308;0,0912822;0,118998;0,729162
26-nov-99;0,46659;0,00147329;0,376779082;0,738487;0,0911089;0,119237;0,731103
29-nov-99;0,463312;0,00146919;0,37447551;0,733972;0,0904744;0,118308;0,728364
30-nov-99;0,465528;0,00147126;0,376126531;0,737208;0,0907395;0,118287;0,730126
1-dec-99;0,464109;0,00146975;0,375404592;0,735793;0,0904315;0,11863;0,729158
2-dec-99;0,463783;0,00147075;0,374583163;0,734183;0,0902833;0,118635;0,730022
3-dec-99;0,461877;0,0014735;0,373248469;0,731567;0,0902607;0,118573;0,730471
6-dec-99;0,460944;0,00146737;0,378108163;0,741092;0,0911435;0,118128;0,727845
7-dec-99;0,460756;0,00146447;0,37935102;0,743528;0,0916409;0,11799;0,726172
8-dec-99;0,461966;;0,379040816;0,74292;0,091549;0,117948;0,725791
9-dec-99;0,464242;0,00146545;0,377452551;0,739807;0,0912607;;0,727083
10-dec-99;0,462101;0,0014647;0,376105612;0,737167;0,0909351;0,118555;0,726917
13-dec-99;0,4625;0,00146467;0,375947449;0,736857;0,0910261;0,118851;0,727544
14-dec-99;0,464528;0,00146891;0,374181122;0,733395;0,090643;0,119158;0,730619
15-dec-99;0,465055;0,00147076;0,374266327;0,733562;0,0905075;0,119388;0,732025
16-dec-99;0,463748;0,00146522;0,376802041;0,738532;0,0910029;;0,727905
17-dec-99;0,468313;;0,376292347;0,737533;0,0911598;0,11865;0,728212
20-dec-99;0,468349;0,00146791;0,376126531;0,737208;0,0913627;0,11909;0,730198
21-dec-99;0,46835;0,00146562;0,374920408;0,734844;0,0909346;0,118559;0,728723
22-dec-99;0,471152;0,00146447;0,374285204;0,733599;0,0912041;0,118514;0,72821
23-dec-99;0,469127;0,00146359;0,374562755;0,734143;0,0910791;0,118503;0,727667
24-dec-99;0,468245;0,00146269;0,376406122;0,737756;0,0909682;0,118194;0,727427
27-dec-99;;0,00146194;0,375998469;0,736957;0,0909038;;0,727212
28-dec-99;;0,00146456;0,375081633;0,73516;0,0908946;0,118416;0,728675
29-dec-99;0,470591;0,00146282;0,374170408;0,733374;0,0908653;0,11827;0,728131
30-dec-99;0,476531;0,00146435;0,373865816;0,732777;0,0907298;0,118518;0,729422
31-dec-99;0,476353;;0;;;;0,728591
3-jan-00;;0,00145943;0,3741;0,733236;0,0909496;;0,726696
4-jan-00;0,476351;0,0014566;0,380447959;0,745678;0,091494;0,118208;0,723608
5-jan-00;0,474555;0,00145658;0,382783673;0,750256;0,0914282;0,119047;0,723627
6-jan-00;0,476826;0,00145792;0,383952551;0,752547;0,0917406;0,118868;0,724439
7-jan-00;0,475459;0,00146065;0,381511735;0,747763;0,0912519;0,120015;0,727113
10-jan-00;0,477253;0,0014609;0,379915306;0,744634;0,0909205;0,119662;0,727964
11-jan-00;0,477417;0,00146116;0,380933163;0,746629;0,0909694;0,119864;0,727992
12-jan-00;0,478853;0,00146004;0,382557143;0,749812;0,0912625;;0,727408
13-jan-00;0,482539;0,00146043;0,381639286;0,748013;0,0914498;0,12007;0,727922
14-jan-00;0,485601;0,00146127;0,380147449;0,745089;0,0915731;0,11988;0,728693
17-jan-00;0,48602;0,00146283;0,376165306;0,737284;0,0910621;0,120303;0,730418
18-jan-00;0,48531;0,00146437;0,376767347;0,738464;0,0910954;0,12027;0,73166
19-jan-00;0,486364;0,00146477;0,377408673;0,739721;0,0916006;0,1198;0,732035
20-jan-00;0,484782;0,00146215;0,376152041;0,737258;0,091171;0,119766;0,730754
21-jan-00;0,484939;0,00145953;0,375496429;0,735973;0,0911197;0,11917;0,728903
24-jan-00;0,479688;0,00146124;0,373913265;0,73287;0,0910911;0,118623;0,730897
25-jan-00;0,480625;;0,374218878;0,733469;0,0912102;0,118946;0,732883
26-jan-00;;;0,374706633;0,734425;0,091018;0,119124;0,733032
27-jan-00;0,478484;0,0014649;0,373353571;0,731773;0,0905496;0,118935;0,733533
28-jan-00;0,478977;0,00146645;0,369622959;0,724461;0,0900618;0,117187;0,735643
31-jan-00;0,471736;0,00147136;0,369243367;0,723717;0,0895416;0,117188;0,739166
1-feb-00;0,472695;0,00147674;0,368318878;0,721905;;0,118076;0,743465
2-feb-00;0,475946;0,00147782;0,368971939;0,723185;0,090168;0,118804;0,744247
3-feb-00;0,472027;0,00147805;0,370110714;0,725417;0,0901423;0,118905;0,74417
4-feb-00;0,469853;0,00147609;0,372280612;0,72967;0,0902723;0,117848;0,741912
7-feb-00;0,475094;0,00147744;0,370612245;0,7264;0,0901348;0,1178;0,743729
8-feb-00;0,472225;0,00147691;0,375265816;0,735521;0,0911196;0,117678;0,742725
9-feb-00;0,468981;0,00147329;0,375389796;0,735764;0,0910317;0,11761;0,740652
10-feb-00;0,470298;0,00147285;0,37300051;0,731081;0,0905985;0,116901;0,74086
11-feb-00;0,468106;0,00147833;0,372378571;0,729862;0,0907849;0,116438;0,744681
14-feb-00;0,46946;0,00147479;0,373475;0,732011;0,0906011;0,116951;0,741878
15-feb-00;0,466175;0,00147694;0,371330102;0,727807;0,0902034;0,116785;0,744331
16-feb-00;0,470229;0,00147599;0,371991837;0,729104;0,089874;0,117364;0,74368
17-feb-00;0,467938;0,00147429;0,375590816;0,736158;0,0902543;0,117767;0,74217
18-feb-00;0,471229;0,00147726;0,374502041;0,734024;0,0901138;0,117875;0,744673
21-feb-00;0,468054;;0,37500102;0,735002;0,0899638;0,117864;0,745665
22-feb-00;0,464639;0,00147506;0,379464286;0,74375;0,0907955;0,117526;0,742117
23-feb-00;0,460771;0,00147295;0,380645918;0,746066;0,0910341;0,117801;0,741027
24-feb-00;0,461868;0,00147507;0,375411224;0,735806;0,0903103;0,117282;0,743389
25-feb-00;0,461137;0,0014791;0,373643367;0,732341;0,0901064;0,118488;0,746297
28-feb-00;0,458242;0,00147807;0,367269898;0,719849;0,0892832;0,11784;0,746809
29-feb-00;0,458679;0,00147817;0,370058673;0,725315;0,0897613;0,117688;0,74667
1-Mar-2000;0,453568;0,00147804;0,368301531;0,721871;0,089313;0,117458;0,746737
2-Mar-2000;0,451842;0,00147434;0,36910102;0,723438;0,0896453;0,117121;0,743895
3-Mar-2000;0,454615;0,00147728;0,367756122;0,720802;0,089164;0,11576;0,746249
6-Mar-2000;0,451137;0,001476;0,36687449;0,719074;0,089033;0,115086;0,745927
7-Mar-2000;0,44981;0,00147806;0,365826531;0,71702;0,088696;0,114876;0,747441
8-Mar-2000;0,451015;0,00147785;0,363866837;0,713179;0,0882099;0,115018;0,747332
9-Mar-2000;0,456736;0,00147451;0,365547449;0,716473;0,0882623;0,116211;0,745084
10-Mar-2000;0,458929;0,00147435;0,365517857;0,716415;0,0884514;0,116692;0,745256
13-Mar-2000;0,454387;0,00146787;0,367808673;0,720905;0,0887755;0,115241;0,741977
14-Mar-2000;0,458741;0,00147503;0,364982143;0,715365;0,0880882;0,115802;0,743623
15-Mar-2000;0,455475;0,0014724;0,366070918;0,717499;0,0881444;0,114874;0,743754
16-Mar-2000;0,456526;0,00147043;0,366209184;0,71777;0,0879784;0,114905;0,742802
17-Mar-2000;0,454116;0,00147174;0,366943367;0,719209;0,0882034;0,11478;0,743599
20-Mar-2000;0,451418;0,00147388;0,369226531;0,723684;0,0885727;;0,744914
21-Mar-2000;0,4536;0,00147214;0,368289286;0,721847;0,0883965;;0,744095
22-Mar-2000;0,454803;0,00147548;0,366015306;0,71739;0,0880506;0,115741;0,747048
23-Mar-2000;0,450993;0,00147474;0,367852551;0,720991;0,0889452;0,115237;0,746677
24-Mar-2000;0,451761;0,00147088;0,368715816;0,722683;0,088891;0,114647;0,743884
27-Mar-2000;0,454852;0,00146848;0,367913776;0,721111;0,0887303;0,114875;0,742495
28-Mar-2000;0,457051;;0,366202041;0,717756;0,0888202;0,115111;0,74402
29-Mar-2000;0,455309;0,00147003;0,363415816;0,712295;0,0883469;0,114329;0,744455
30-Mar-2000;0,454897;0,00146811;0,362653061;0,7108;0,0879537;0,112738;0,743904
31-Mar-2000;0,44956;0,00146786;0,361873469;0,709272;0,0876887;0,113154;0,74246
3-apr-00;0,451534;0,00146848;0,362921939;0,711327;0,0877204;;0,743755
4-apr-00;0,44874;0,00146816;0,362141837;0,709798;0,0874733;0,113728;0,744179
5-apr-00;0,449071;0,00146702;0,366142347;0,717639;0,0879778;0,112383;0,741899
6-apr-00;0,449793;0,00146611;0,364669898;0,714753;0,0878828;0,112935;0,742601
7-apr-00;0,446338;0,00146815;0,363112245;0,7117;0,0875722;0,11329;0,744145
10-apr-00;0,445914;0,00147135;0,365031633;0,715462;0,0878243;0,113944;0,74605
11-apr-00;0,443725;0,00147057;0,365039796;0,715478;0,0875044;0,112882;0,745756
12-apr-00;0,44415;0,00146836;0,363786735;0,713022;0,0873966;0,113548;0,744593
13-apr-00;0,445916;0,00146834;0,362469898;0,710441;0,0871917;0,113479;0,744931
14-apr-00;0,445655;0,0014707;0,362917857;0,711319;0,0872894;0,113118;0,745617
17-apr-00;0,447025;0,00146306;0,362201531;0,709915;0,0864959;0,111945;0,741581
18-apr-00;0,442881;0,00146694;0,360662245;0,706898;0,0864725;0,112378;0,744338
19-apr-00;0,445337;0,00146836;0,359956633;0,705515;0,0863879;0,114084;0,745709
20-apr-00;0,445697;0,00146929;0,357489796;0,70068;;0,111731;0,747312
21-apr-00;;;0;;;;0,749102
24-apr-00;;0,00147218;0;;;;0,748444
25-apr-00;;0,00147222;0,356065306;0,697888;0,0854944;0,11187;0,750256
26-apr-00;0,443574;0,00147605;0,353405612;0,692675;0,0849548;0,111503;0,753481
27-apr-00;0,44461;0,00147562;0,352177551;0,690268;0,084436;;0,753321
28-apr-00;0,44792;0,0014818;0,351362245;0,68867;0,0845252;0,111173;0,75803
1-May-2000;0,441249;;0;;;;0,759726
2-May-2000;0,443853;0,00148355;0,353185714;0,692244;0,085058;0,112126;0,759372
3-May-2000;0,449897;0,00148593;0,346759694;0,679649;0,0843235;0,111719;0,762537
4-May-2000;0,449495;0,00148888;0,348657653;0,683369;0,084309;0,11109;0,763797
5-May-2000;0,453149;0,00148873;0,349913265;0,68583;0,0844095;0,109627;0,763391
8-May-2000;0,44908;0,00149039;0,349362245;0,68475;0,0841479;0,10939;0,764913
9-May-2000;0,444822;0,00148995;0,350396429;0,686777;0,0842722;0,108574;0,764956
10-May-2000;0,443742;0,00148734;0,354020408;0,69388;0,0846868;0,106974;0,761919
11-May-2000;0,441228;0,00148898;0,353604082;0,693064;0,084273;0,109624;0,76337
12-May-2000;0,442639;0,00148824;0,351564796;0,689067;0,0843255;0,107831;0,763171
15-May-2000;0,440198;0,00148734;0,355790306;0,697349;0,0850529;0,108578;0,76238
16-May-2000;0,440625;0,00148951;0,353493367;0,692847;0,0847519;0,108313;0,76431
17-May-2000;0,438041;0,0014957;0,349820918;0,685649;;0,108292;0,768493
18-May-2000;0,438689;0,00149675;0,350816327;0,6876;0,0843005;0,107674;0,768955
19-May-2000;0,441307;0,0014954;0,347826531;0,68174;0,0836436;0,107608;0,768158
22-May-2000;0,437658;0,0014886;0,350846939;0,68766;0,0837031;0,108125;0,764067
23-May-2000;0,439545;0,00148717;0,354232653;0,694296;0,083989;0,107869;0,762041
24-May-2000;0,435624;0,00148826;0,354132143;0,694099;0,0838837;0,107506;0,762914
25-May-2000;0,438311;0,00148929;0,350384694;0,686754;0,0832534;0,10682;0,764674
26-May-2000;0,434755;0,00148694;0,355485204;0,696751;0,0840874;0,106308;0,762059
29-May-2000;0,435748;0,00148204;0,358546429;0,702751;0,0845928;0,106439;0,758747
30-May-2000;0,435567;0,00147741;0,360456633;0,706495;0,0846861;0,107098;0,754883
31-May-2000;0,434465;0,00148075;0,35957398;0,704765;0,0848605;0,108869;0,757567
1-jun-00;0,435604;0,00148212;0,361247959;0,708046;;0,108623;0,758892
2-jun-00;0,433355;0,00148385;0,361921939;0,709367;0,0853424;0,109522;0,758276
5-jun-00;0,438311;0,00147585;0,363078061;0,711633;0,0858736;0,108838;0,754408
6-jun-00;0,437507;0,00147655;0,364347449;0,714121;0,0862571;0,108698;0,752895
7-jun-00;0,440373;0,00146803;0,364756633;0,714923;0,0864324;0,107137;0,748297
8-jun-00;0,441352;0,00146972;0,369302041;0,723832;0,0871094;0,10675;0,748688
9-jun-00;0,441037;0,00147062;0,363787245;0,713023;0,0856532;0,106823;0,751341
12-jun-00;;0,00147144;0,365135204;0,715665;;0,106985;0,751197
13-jun-00;0,443197;0,00147046;0,366714796;0,718761;0,0867648;0,107049;0,750038
14-jun-00;0,451145;0,00146956;0,368618367;0,722492;0,0875906;0,107673;0,749784
15-jun-00;0,450875;0,00147073;0,364903571;0,715211;0,0869666;0,10795;0,750957
16-jun-00;0,455237;0,00146888;0,365876531;0,717118;0,0869394;;0,749731
19-jun-00;0,451412;0,00146474;0,367706122;0,720704;0,0871787;0,108911;0,747618
20-jun-00;0,454017;;0,364947959;0,715298;0,0869501;0,109075;0,749945
21-jun-00;0,45044;0,00146955;0,362847959;0,711182;0,086487;0,108422;0,750984
22-jun-00;0,453114;0,0014733;0,361292347;0,708133;0,0862159;0,108672;0,752932
23-jun-00;0,447601;;0,360917347;0,707398;0,0862419;0,109335;0,751512
26-jun-00;0,447521;;0,359063776;0,703765;0,086045;0,109808;0,754546
27-jun-00;0,452706;0,00147129;0,361292857;0,708134;0,0862261;0,110472;0,753254
28-jun-00;0,451705;0,00147061;0,361452041;0,708446;0,0866596;0,110421;0,752465
29-jun-00;0,450367;0,00146447;0,362821429;0,71113;0,0869514;0,109931;0,748243
30-jun-00;0,447625;0,0014643;0,364584184;0,714585;0,0873042;0,110432;0,747787
3-jul-00;0,451825;;0,363936735;0,713316;0,0873198;0,110478;0,751413
4-jul-00;0,449876;0,00146863;0,363832143;0,713111;0,0871777;0,110678;0,751672
5-jul-00;0,446595;0,0014663;0,365034184;0,715467;0,0873902;0,110853;0,750201
6-jul-00;0,443657;0,00146711;0,365586224;0,716549;0,0875979;0,109811;0,750942
7-jul-00;0,442247;0,00147028;0,364330102;0,714087;0,0873713;0,110147;0,753018
10-jul-00;0,446443;0,00146808;0,365233163;0,715857;0,0876686;0,110036;0,751714
11-jul-00;0,444188;0,00146679;0,365016327;0,715432;0,0875093;0,110248;0,750952
12-jul-00;0,443672;0,00146949;0,365063776;0,715525;0,0877786;0,110668;0,753263
13-jul-00;0,446165;0,00147299;0,360644388;0,706863;0,0867586;0,110401;0,756084
14-jul-00;0,443523;;0,361131633;0,707818;0,0868327;0,110159;0,757511
17-jul-00;0,443306;0,00147296;0,361202551;0,707957;0,0866959;0,109593;0,757011
18-jul-00;0,442405;0,00147361;0,361309184;0,708166;0,0864726;0,109313;0,757154
19-jul-00;0,442525;0,00147813;0,357643878;0,700982;0,0857629;0,109056;0,760614
20-jul-00;0,438926;0,00147773;0,357778571;0,701246;0,0856325;0,109521;0,760571
21-jul-00;0,442067;;0,361728571;0,708988;0,0866358;0,109766;0,757223
24-jul-00;0,445401;0,00147236;0,360655612;0,706885;0,0862946;0,109124;0,757485
25-jul-00;0,442934;0,00147084;0,36307551;0,711628;0,0871242;0,108742;0,756247
26-jul-00;0,444318;0,00147133;0,362446429;0,710395;0,0868184;0,10891;0,756544
27-jul-00;0,44807;0,00147118;0,362505612;0,710511;0,0867005;0,109222;0,756748
28-jul-00;0,449505;0,00147388;0,359532143;0,704683;0,0861105;0,109174;0,759684
31-jul-00;0,443295;0,0014771;0,359068878;0,703775;0,0858366;0,109438;0,761414
1-aug-00;0,442112;0,00147739;0,359913265;0,70543;0,0860443;0,109384;0,761475
2-aug-00;0,445269;0,001479;0,35617551;0,698104;0,0853429;0,108755;0,763623
3-aug-00;0,448767;0,00148092;0,352442347;0,690787;0,0846707;0,10941;0,765161
4-aug-00;0,446731;0,00147877;0,352040306;0,689999;0,0849597;0,109515;0,764034
7-aug-00;0,448326;0,00147711;0,353797449;0,693443;0,0856687;0,109608;0,763368
8-aug-00;0,448575;0,00147712;0,352612245;0,69112;0,0851499;0,109577;0,763922
9-aug-00;0,445833;0,00147863;0,350214286;0,68642;0,0850899;;0,764984
10-aug-00;0,444239;0,00147761;0,352003061;0,689926;0,0853131;;0,763953
11-aug-00;0,443911;0,00147506;0,355188265;0,696169;0,08574;0,110189;0,76234
14-aug-00;0,443544;0,00147788;0,351763265;0,689456;0,0854346;0,110832;0,765127
15-aug-00;0,445134;;0,355011224;0,695822;0,0857555;0,110144;0,76313
16-aug-00;0,448583;0,00147671;0,353412755;0,692689;0,0855274;0,109839;0,763546
17-aug-00;0,450499;;0,355584694;0,696946;0,0861491;0,110151;0,762523
18-aug-00;0,452821;;0,355405612;0,696595;0,0864158;0,110189;0,763224
21-aug-00;0,451101;0,00147733;0,352038776;0,689996;0,0857835;0,110085;0,764708
22-aug-00;0,452084;0,00147864;0,350752041;0,687474;0,0854697;0,109644;0,766244
23-aug-00;0,436988;0,0014786;0,348517857;0,683095;0,0848301;0,109762;0,765973
24-aug-00;0,437961;0,00147785;0,351558673;0,689055;0,0850526;0,110069;0,764597
25-aug-00;0,43682;0,00147684;0,351790816;0,68951;0,0851717;0,110541;0,764339
28-aug-00;0,438046;0,00147565;0,351063776;0,688085;0,085217;0,109976;0,763945
29-aug-00;0,439225;0,00147605;0,349757653;0,685525;0,084932;0,110159;0,764668
30-aug-00;0,438732;0,00148162;0,349066327;0,68417;0,0847641;0,110346;0,767954
31-aug-00;0,440528;0,00147848;0,348243878;0,682558;0,0845321;0,109886;0,766402
1-sep-00;0,441245;0,00148143;0,348653571;0,683361;0,0846529;0,110191;0,767649
4-sep-00;0,440429;;0,350620408;0,687216;0,0850361;0,109764;0,763573
5-sep-00;0,440371;0,00148005;0,34812551;0,682326;0,084509;0,109437;0,767866
6-sep-00;0,435484;0,00147919;0,345665816;0,677505;0,0841461;0,108574;0,768321
7-sep-00;0,435036;0,00148435;0,341496939;0,669334;0,083505;0,108712;0,771478
8-sep-00;0,431499;0,00148334;0,343828571;0,673904;0,0838348;0,108715;0,771498
11-sep-00;;0,00148929;0,340791837;0,667952;0,083244;0,108994;0,775876
12-sep-00;0,432579;0,00149021;0,341134184;0,668623;0,0837872;0,108918;0,776205
13-sep-00;0,430547;0,00148947;0,342707143;0,671706;0,0835096;;0,77618
14-sep-00;0,426124;0,00148717;0,343751531;0,673753;0,0837948;0,108726;0,775052
15-sep-00;0,427583;0,00149087;0,341646939;0,669628;0,0835158;0,108491;0,777282
18-sep-00;0,423094;;0,338755612;0,663961;0,0830886;0,107184;0,778748
19-sep-00;0,423394;;0,339466837;0,665355;0,0831125;0,106809;0,779013
20-sep-00;0,42111;0,00149225;0,33705102;0,66062;0,0829247;0,106892;0,779401
21-sep-00;0,418903;0,00148951;0,338247449;0,662965;0,0829534;0,105797;0,777763
22-sep-00;0,421461;0,00148306;0,349858163;0,685722;0,085347;0,106738;0,771341
25-sep-00;0,421202;0,0014791;0,344861224;0,675928;0,0842067;;0,770727
26-sep-00;0,424132;0,00148032;0,34435051;0,674927;0,0841397;0,106801;0,770728
27-sep-00;0,422307;0,00147849;0,347888776;0,681862;0,0847664;0,106958;0,769509
28-sep-00;0,422933;0,00147759;0,346632653;0,6794;0,0847927;0,106184;0,769248
29-sep-00;0,418602;0,00147791;0,344554592;0,675327;0,0841476;0,106178;0,770481
2-Oct-2000;;0,00147739;0,345972959;0,678107;0,0843102;0,106652;0,770401
3-Oct-2000;0,4202;0,00148071;0,345345408;0,676877;0,084246;0,106578;0,772426
4-Oct-2000;0,414914;0,001482;0,344594898;0,675406;0,084058;0,106808;0,773661
5-Oct-2000;0,415141;0,00148335;0,347189286;0,680491;0,0845543;0,107059;0,774517
6-Oct-2000;0,411677;0,00148306;0,343927041;0,674097;0,0838901;0,10649;0,774557
9-Oct-2000;0,414334;;0,344015816;0,674271;0,0838128;0,105744;0,77547
10-Oct-2000;0,409954;0,00148003;0,343907653;0,674059;0,0836561;0,105209;0,772915
11-Oct-2000;0,412349;0,00147981;0,343738265;0,673727;0,0834546;0,104601;0,772623
12-Oct-2000;0,410441;0,00147939;0,341241327;0,668833;0,0830439;0,10428;0,773396
13-Oct-2000;0,409566;0,00147883;0,340263776;0,666917;0,0828777;;0,773058
16-Oct-2000;0,410573;0,00148563;0,337981122;0,662443;0,0827121;0,103166;0,778337
17-Oct-2000;0,406289;0,00148705;0,337771429;0,662032;0,0823682;0,103421;0,779228
18-Oct-2000;0,404689;0,00148469;0,338303061;0,663074;0,0824053;0,101481;0,777799
19-Oct-2000;0,40396;0,00148604;0,334592857;0,655802;0,0819034;0,101728;0,779696
20-Oct-2000;0,411522;0,00148606;0,336286735;0,659122;0,0823494;0,102027;0,779841
