Date;Australian dollar   (AUD)                     ;Chilean peso   (CLP)                     ;Deutsche mark   (DEM)                     ;Euro   (EUR)                     ;Norwegian krone   (NOK)                     ;South African rand   (ZAR)                     ;U.S. dollar   (USD)                     
23-dec-05;0,510078;0,00135999;0,42242449;0,827952;0,10312;;0,698163
26-dec-05;;;0,42242449;0,827952;;;0,698163
27-dec-05;;0,00135893;0,422348469;0,827803;0,103243;0,110166;0,69845
28-dec-05;0,506859;0,00135382;0,423747959;0,830546;0,103443;0,110111;0,697001
29-dec-05;0,510113;0,00135938;0,422166327;0,827446;0,103218;0,110457;0,699743
30-dec-05;0,513341;0,00136065;0,421116837;0,825389;0,103367;0,110618;0,69966
2-jan-06;;0,00136607;0,42242398;0,827951;0,103746;;0,700111
3-jan-06;0,514946;0,00136023;0,422920918;0,828925;0,104117;0,111153;0,698042
4-jan-06;0,51456;0,00133739;0,427111735;0,837139;0,10552;0,112289;0,692824
5-jan-06;0,517631;0,00134345;0,427078061;0,837073;0,105524;0,112599;0,692483
6-jan-06;0,517186;0,00134037;0,427058673;0,837035;0,10556;0,112639;0,692165
9-jan-06;0,520289;0,00132314;0,425613776;0,834203;0,10513;0,113412;0,69068
10-jan-06;0,51733;0,0013231;0,424959184;0,83292;0,104362;0,113276;0,690418
11-jan-06;0,518634;0,00131883;0,426252551;0,835455;0,104028;0,113117;0,691144
12-jan-06;0,520488;0,00131636;0,425879592;0,834724;0,103332;0,114376;0,689114
13-jan-06;0,519081;0,0013209;0,424663265;0,83234;0,103429;0,1139;0,69137
16-jan-06;0,521456;0,00131245;0,426297959;0,835544;0,103807;;0,689848
17-jan-06;0,521471;0,00131494;0,426191837;0,835336;0,103045;0,115011;0,69179
18-jan-06;0,516426;0,00130357;0,427216837;0,837345;0,103071;0,114054;0,690594
19-jan-06;0,516471;0,00129232;0,426162245;0,835278;0,102753;0,115022;0,691856
20-jan-06;0,51663;0,0012943;0,425946429;0,834855;0,103266;;0,691792
23-jan-06;0,517297;0,00129101;0,429795918;0,8424;;;0,686161
24-jan-06;0,515391;0,00129388;0,429862245;0,84253;0,104714;0,113573;0,686547
25-jan-06;0,515116;0,0012981;0,429945408;0,842693;0,104929;0,113673;0,685451
26-jan-06;;0,00130802;0,429881122;0,842567;0,10442;0,11309;0,687585
27-jan-06;0,519051;0,00130416;0,428587755;0,840032;0,103861;0,113044;0,690135
30-jan-06;0,518907;0,00131438;0,427004592;0,836929;;0,112452;0,692707
31-jan-06;0,51958;0,00131836;0,427747449;0,838385;0,103606;0,113511;0,691851
1-feb-06;;0,00131957;0,426887245;0,836699;;0,113713;0,691944
2-feb-06;0,521532;0,00131245;0,426942857;0,836808;0,103944;0,113507;0,693526
3-feb-06;0,52193;0,00131008;0,426695408;0,836323;0,104247;0,114236;0,693411
6-feb-06;0,519736;0,00131387;0,425645918;0,834266;0,103674;;0,696324
7-feb-06;0,516681;0,00132269;0,425081633;0,83316;0,103544;0,114076;0,695866
8-feb-06;0,514144;0,00132301;0,424628061;0,832271;;0,11181;0,696578
9-feb-06;0,515138;0,00131123;0,425266327;0,833522;0,103989;;0,696226
10-feb-06;0,514461;0,00131557;0,424865816;0,832737;;0,113767;0,695687
13-feb-06;0,514508;0,00132401;0,423483163;0,830027;0,102447;0,11307;0,698206
14-feb-06;0,514413;0,00131176;0,423531122;0,830121;0,102031;0,113355;0,697698
15-feb-06;0,516644;0,00131024;0,423629592;0,830314;0,102036;;0,697508
16-feb-06;0,516313;0,00131605;0,42274898;0,828588;0,102207;0,114927;0,698759
17-feb-06;0,516535;0,00132217;0,423109694;0,829295;0,102891;0,115261;0,69906
20-feb-06;0,516838;0,00133372;0,424384184;0,831793;0,103257;0,115607;0,697111
21-feb-06;0,515336;0,00133189;0,424058673;0,831155;0,103191;0,115198;0,698098
22-feb-06;0,516207;0,00134668;0,423383163;0,829831;0,102988;0,114091;0,698805
23-feb-06;0,511901;0,00133676;0,424358673;0,831743;0,103374;0,11441;0,695612
24-feb-06;0,515609;0,00134758;0,422781633;0,828652;0,102983;0,113635;0,69658
27-feb-06;0,515232;0,00134764;0,421821939;0,826771;;;0,697579
28-feb-06;0,514415;0,0013459;0,42219949;0,827511;0,103129;;0,696851
1-Mar-2006;0,516579;0,00134394;0,424038265;0,831115;0,103514;;0,695261
2-Mar-2006;0,518547;0,00134623;0,423112245;0,8293;0,10354;0,113485;0,695663
3-Mar-2006;0,516671;0,00133863;0,425482143;0,833945;;0,113273;0,693798
6-Mar-2006;0,516735;0,00132874;0,425485204;0,833951;0,104518;0,111661;0,693976
7-Mar-2006;0,515078;0,00132882;0,424210204;0,831452;0,104094;;0,697937
8-Mar-2006;0,512245;0,00131811;0,424096429;0,831229;0,103806;;0,697691
9-Mar-2006;0,512866;0,00130539;0,423842857;0,830732;0,103538;0,111419;0,696923
10-Mar-2006;0,512525;0,00131522;0,424333673;0,831694;0,104308;;0,697788
13-Mar-2006;0,512232;0,00131478;0,424891327;0,832787;0,104419;;0,69853
14-Mar-2006;0,511464;0,0013105;0,425064286;0,833126;0,104664;0,111122;0,697293
15-Mar-2006;0,513517;0,00130944;0,426301531;0,835551;0,104864;0,111792;0,694787
16-Mar-2006;0,511926;0,00131634;0,427309694;0,837527;0,104698;0,111478;0,693949
17-Mar-2006;0,508135;0,00131131;0,429269388;0,841368;0,10548;0,111731;0,690495
20-Mar-2006;0,500976;0,00131158;0,429078061;0,840993;0,105739;;0,690811
21-Mar-2006;0,498331;0,0013059;0,428657143;0,840168;0,105642;;0,691838
22-Mar-2006;0,497539;0,00129976;0,426992347;0,836905;0,105358;;0,693434
23-Mar-2006;0,498264;0,00130468;0,426940306;0,836803;0,105033;;0,694154
24-Mar-2006;0,495673;0,00131234;0,425663265;0,8343;0,104694;0,110032;0,697051
27-Mar-2006;0,491472;0,00130127;0,425946939;0,834856;0,104789;0,111261;0,694267
28-Mar-2006;0,492678;0,00129649;0,427637755;0,83817;0,105583;;0,69362
29-Mar-2006;0,488304;0,00129717;0,426236735;0,835424;0,105151;0,109785;0,695491
30-Mar-2006;0,493051;0,00129793;0,428386735;0,839638;0,105258;0,11142;0,694145
31-Mar-2006;0,496861;0,00131521;0,428603061;0,840062;0,105437;0,111851;0,694037
3-apr-06;0,497219;0,00132162;0,427996939;0,838874;0,105966;;0,695411
4-apr-06;0,493491;0,00131753;0,431479082;0,845699;0,107268;0,114608;0,692231
5-apr-06;0,497895;0,00132428;0,431664796;0,846063;0,107279;0,114331;0,689988
6-apr-06;0,502094;0,00132267;0,432642857;0,84798;0,107448;0,114219;0,688743
7-apr-06;0,505237;0,00133237;0,429823469;0,842454;0,106964;;0,691727
10-apr-06;0,505072;0,00133717;0,428208673;0,839289;0,106814;0,112978;0,693685
11-apr-06;0,507758;0,00134028;0,428639286;0,840133;0,1074;0,113036;0,694038
12-apr-06;0,507866;0,00134181;0,428384694;0,839634;0,10732;0,113151;0,692482
13-apr-06;0,506584;0,00135384;0,428079082;0,839035;;0,113082;0,693761
14-apr-06;;;0;;;;0,693728
17-apr-06;;0,00133843;0;;;;0,689063
18-apr-06;0,509497;0,00134762;0,430912755;0,844589;0,107536;0,113848;0,689348
19-apr-06;0,510193;0,00134243;0,432471429;0,847644;0,108527;0,115197;0,686574
20-apr-06;0,512122;0,00133875;0,433057143;0,848792;0,10896;0,114967;0,687504
21-apr-06;0,50752;0,00132891;0,43197398;0,846669;0,107951;0,11411;0,68751
24-apr-06;0,510072;0,00132563;0,431814286;0,846356;0,108078;0,11408;0,684477
25-apr-06;;0,00132872;0,433715306;0,850082;0,108325;;0,684171
26-apr-06;0,51061;0,0013278;0,433784694;0,850218;0,109043;0,111265;0,68428
27-apr-06;0,514126;0,00132016;0,432846939;0,84838;0,108823;;0,683406
28-apr-06;0,512691;0,00131075;0,434816837;0,852241;0,109867;0,111166;0,679781
1-May-2006;0,515616;;0;;;;0,677194
2-May-2006;0,511652;0,00131406;0,436505612;0,855551;0,11004;0,111944;0,676699
3-May-2006;0,519146;0,00131138;0,435652041;0,853878;0,110014;0,111726;0,6765
4-May-2006;0,519941;0,00131024;0,43522602;0,853043;0,110099;0,111514;0,677448
5-May-2006;0,518791;0,00131287;0,437231633;0,856974;0,110336;0,111732;0,675421
8-May-2006;;0,00130818;0,437082143;0,856681;0,110021;0,111191;0,671591
9-May-2006;0,517874;0,00131164;0,436314286;0,855176;0,109645;0,110777;0,673526
10-May-2006;0,517752;0,00130072;0,437265306;0,85704;0,110345;;0,670663
11-May-2006;0,518644;0,00131139;0,436254592;0,855059;0,110174;0,110506;0,672428
12-May-2006;0,517586;0,00129741;0,438956633;0,860355;0,110806;0,10789;0,666219
15-May-2006;0,515841;0,00129675;0,438161735;0,858797;0,110265;0,104458;0,669575
16-May-2006;0,510559;0,00128291;0,437688776;0,85787;0,109477;0,104745;0,669322
17-May-2006;0,51269;0,00128482;0,438069388;0,858616;;0,106134;0,666524
18-May-2006;0,509415;0,00128579;0,436709694;0,855951;0,109192;0,10392;0,670283
19-May-2006;0,512516;0,00128453;0,437366327;0,857238;0,109832;0,104668;0,671448
22-May-2006;0,504253;0,00128235;0,437057143;0,856632;0,10974;;0,67171
23-May-2006;0,504634;0,00126453;0,438594898;0,859646;0,109887;0,102914;0,669454
24-May-2006;0,502786;0,0012665;0,43872551;0,859902;0,109914;0,100925;0,669132
25-May-2006;0,505263;0,00126077;0,437243878;0,856998;;0,101802;0,671892
26-May-2006;0,509156;0,00126896;0,437987245;0,858455;0,109734;;0,670825
29-May-2006;0,50954;;0,437731633;0,857954;0,10972;0,103858;0,672483
30-May-2006;0,50997;0,00127337;0,438566327;0,85959;0,109852;0,10206;0,669515
31-May-2006;0,511049;0,00126012;0,439391837;0,861208;0,110192;0,100793;0,669263
1-jun-06;0,503826;0,00126505;0,437211224;0,856934;0,110097;0,0994596;0,672844
2-jun-06;0,501305;0,00126246;0,439129592;0,860694;0,110678;0,100845;0,67163
5-jun-06;0,502108;0,00125968;0,441311735;0,864971;;;0,667519
6-jun-06;0,499729;0,00125575;0,439195918;0,860824;0,110852;0,0987558;0,670058
7-jun-06;0,4981;0,00125256;0,43855102;0,85956;0,110137;0,099498;0,672109
8-jun-06;0,502129;0,00124411;0,437868367;0,858222;0,109593;0,0990313;0,673908
9-jun-06;0,50385;0,00123991;0,436806122;0,85614;0,109529;0,101093;0,676309
12-jun-06;;;0,434562755;0,851743;0,109366;0,100968;0,677492
13-jun-06;0,502819;0,00125337;0,43492449;0,852452;0,109177;;0,67811
14-jun-06;0,500968;0,00124107;0,43492449;0,852452;0,108772;0,0989128;0,678542
15-jun-06;0,500051;0,00124404;0,435811735;0,854191;0,108849;0,0991064;0,677392
16-jun-06;0,502385;0,0012478;0,436608163;0,855752;0,108868;;0,67643
19-jun-06;0,500248;0,00124962;0,435917857;0,854399;0,108764;0,097919;0,678579
20-jun-06;0,502176;0,00124223;0,434559694;0,851737;0,107843;0,0958209;0,678891
21-jun-06;0,500993;0,00123665;0,43662551;0,855786;0,108136;0,0943558;0,677475
22-jun-06;0,502564;0,00124416;0,435790306;0,854149;0,107158;0,0921121;0,678866
23-jun-06;0,499763;0,00124538;0,434183163;0,850999;0,107476;0,0914906;0,68069
26-jun-06;0,497756;;0,435905102;0,854374;0,10776;0,0922278;0,68018
27-jun-06;0,499256;0,00123787;0,436235714;0,855022;0,107638;0,093715;0,680371
28-jun-06;0,497902;0,00124129;0,436286224;0,855121;0,108195;0,0937034;0,680287
29-jun-06;0,49644;0,00124107;0,435668878;0,853911;0,10833;;0,681548
30-jun-06;0,502444;0,00123507;0,438445408;0,859353;0,108286;0,0942767;0,675964
3-jul-06;0,50041;0,00124969;0,439906633;0,862217;0,108048;0,0951495;0,674134
4-jul-06;0,501516;0,00125363;0,439787755;0,861984;0,108154;0,0959219;0,673899
5-jul-06;0,503517;0,00125449;0,440285714;0,86296;0,108487;0,0948669;0,674504
6-jul-06;0,501609;0,00125048;0,439183163;0,860799;0,108427;0,09401;0,675932
7-jul-06;0,503518;0,00125178;0,439795408;0,861999;;0,0951475;0,674596
10-jul-06;0,506738;0,00125133;0,43847551;0,859412;0,107616;0,0945222;0,673943
11-jul-06;0,505484;0,00125429;0,438709184;0,85987;0,107612;0,0949577;0,675149
12-jul-06;0,509545;0,00125013;0,438409694;0,859283;0,108119;0,0947309;0,675431
13-jul-06;0,51135;0,00125468;0,438228061;0,858927;0,10834;0,094058;0,676747
14-jul-06;0,508383;0,00125088;0,437689286;0,857871;0,108379;0,0940044;0,677302
17-jul-06;0,511753;0,00125176;0,436068367;0,854694;0,108121;0,0942628;0,68152
18-jul-06;0,510068;0,00124741;0,435387755;0,85336;0,107618;0,0945832;0,680999
19-jul-06;0,50829;0,00125329;0,434435204;0,851493;0,106851;0,0947468;0,682177
20-jul-06;0,508733;0,00125069;0,437544388;0,857587;0,108118;0,0965566;0,67831
21-jul-06;0,506914;0,00125392;0,437665306;0,857824;0,108134;0,0966453;0,676517
24-jul-06;0,509544;0,00125431;0,437137755;0,85679;0,107718;0,0965432;0,678216
25-jul-06;0,512487;0,00125248;0,43697551;0,856472;0,107869;0,0970369;0,677803
26-jul-06;0,513504;0,00125715;0,436260204;0,85507;0,107773;0,0968393;0,679328
27-jul-06;0,513775;0,0012435;0,438443878;0,85935;0,108689;0,0979228;0,674688
28-jul-06;;0,00125237;0,437071939;0,856661;0,10868;0,0977535;0,676454
31-jul-06;0,516085;0,00124936;0,43897398;0,860389;0,109443;0,0980241;0,673916
1-aug-06;0,514022;0,00124752;0,438548469;0,859555;0,109157;0,0969331;0,673685
2-aug-06;0,516069;0,00124005;0,439222959;0,860877;0,109325;0,0972059;0,672665
3-aug-06;0,51479;0,00124491;0,439385204;0,861195;0,10942;0,0978662;0,673809
4-aug-06;0,512537;0,00123883;0,439103061;0,860642;0,109171;;0,672797
7-aug-06;;0,00123687;0,439333163;0,861093;0,109297;0,0985457;0,670111
8-aug-06;0,511106;0,00123457;0,439370918;0,861167;0,108878;;0,670743
9-aug-06;0,507416;0,00122813;0,439982653;0,862366;0,108541;;0,669591
10-aug-06;0,516517;0,00123357;0,439967857;0,862337;0,10847;;0,670714
11-aug-06;0,51739;0,0012345;0,438812245;0,860072;0,108096;0,0991526;0,673246
14-aug-06;0,517812;0,00124506;0,437780612;0,85805;0,107284;0,098349;0,674674
15-aug-06;0,512524;0,00124535;0,438114796;0,858705;;0,0983698;0,674817
16-aug-06;0,514585;0,00124283;0,439564796;0,861547;;0,0986743;0,673452
17-aug-06;0,514867;0,00125133;0,440858673;0,864083;0,106968;0,0992491;0,670924
18-aug-06;0,511797;0,00126745;0,439331122;0,861089;0,106675;0,0974107;0,672621
21-aug-06;0,509603;0,00126087;0,442142857;0,8666;0,107679;0,0958279;0,670795
22-aug-06;;0,00126613;0,439409694;0,861243;0,107287;;0,672216
23-aug-06;0,51329;0,00126647;0,439743367;0,861897;0,107161;0,0948838;0,672726
24-aug-06;0,512079;0,00126334;0,440164286;0,862722;0,106833;0,094104;0,672373
25-aug-06;0,512697;0,00126148;0,439016837;0,860473;;0,0944984;0,674246
28-aug-06;0,511026;0,00125439;0,439930102;0,862263;0,107319;0,0940842;0,673643
29-aug-06;0,512917;0,00125283;0,439690306;0,861793;0,107154;0,0945021;0,672855
30-aug-06;0,512846;0,00125021;0,439972449;0,862346;0,106918;;0,672762
31-aug-06;0,512386;0,00124924;0,440478571;0,863338;0,106855;0,0943548;0,671806
1-sep-06;0,514759;0,00124699;0,440019898;0,862439;0,106382;;0,672887
4-sep-06;0,517025;0,00124444;0,440058163;0,862514;0,106142;0,0934698;0,671113
5-sep-06;0,51733;0,00125183;0,43904949;0,860537;0,105821;0,0935613;0,67177
6-sep-06;0,517155;0,00125201;0,439288265;0,861005;0,105691;;0,673028
7-sep-06;0,51656;0,00124814;0,437795918;0,85808;0,104803;0,0914529;0,674008
8-sep-06;0,511251;0,00124948;0,438287755;0,859044;0,104526;0,0917476;0,675721
11-sep-06;0,50869;0,00125344;0,438643367;0,859741;0,103484;0,0909575;0,676269
12-sep-06;0,508858;0,00125166;0,438416837;0,859297;0,103592;0,0916169;0,676133
13-sep-06;0,507995;0,00125754;0,437676531;0,857846;0,102337;;0,676695
14-sep-06;0,507786;0,00125685;0,438616837;0,859689;0,103179;0,0911257;0,675697
15-sep-06;0,511345;0,0012581;0,437405102;0,857314;;0,091403;0,676382
18-sep-06;0,509686;;0,437784694;0,858058;0,103592;;0,677503
19-sep-06;0,511392;;0,437009694;0,856539;0,103529;0,091969;0,676892
20-sep-06;0,509;0,00125917;0,437459184;0,85742;0,103566;0,0915307;0,676412
21-sep-06;0,510135;0,00125376;0,437893367;0,858271;0,103643;0,0909181;0,674158
22-sep-06;0,508201;0,00124626;0,439527551;0,861474;0,103226;0,087746;0,672134
25-sep-06;0,506571;0,00124734;0,438706633;0,859865;0,102493;;0,673453
26-sep-06;0,509566;0,00125064;0,43714949;0,856813;0,103064;0,0878233;0,674922
27-sep-06;0,507161;0,00125543;0,43719949;0,856911;0,103679;0,0886012;0,675584
28-sep-06;0,507008;0,00125783;0,438359184;0,859184;0,104485;0,0882862;0,675831
29-sep-06;0,506647;0,00125847;0,437503061;0,857506;0,10413;0,0872292;0,677335
2-Oct-2006;;0,00126047;0,438093367;0,858663;0,102926;0,0873999;0,676912
3-Oct-2006;0,504722;0,00126434;0,438668367;0,85979;;0,0877236;0,675033
4-Oct-2006;0,503457;0,00126725;0,438091837;0,85866;0,102228;0,0855832;0,676963
5-Oct-2006;0,504232;0,00126275;0,438571429;0,8596;0,102601;0,0860806;0,675733
6-Oct-2006;0,504172;0,00126094;0,437433163;0,857369;0,101687;0,0865746;0,677013
9-Oct-2006;0,504672;;0,436755102;0,85604;0,101668;0,0868587;0,679235
10-Oct-2006;0,507281;0,00126634;0,435518367;0,853616;0,102095;0,0871175;0,680823
11-Oct-2006;0,506447;0,00126898;0,435852551;0,854271;0,101482;0,0881079;0,681074
12-Oct-2006;0,509036;0,00127025;0,435669388;0,853912;0,101018;0,0890189;0,68144
13-Oct-2006;0,51138;0,00127606;0,436005102;0,85457;0,101391;0,0910946;0,680932
16-Oct-2006;0,511222;0,00128073;0,43517602;0,852945;0,100809;;0,681538
17-Oct-2006;0,513668;0,00128224;0,434905612;0,852415;0,100628;0,0893209;0,680625
18-Oct-2006;0,51322;0,00128103;0,435358673;0,853303;0,100732;0,0898088;0,680302
19-Oct-2006;0,513504;0,0012886;0,435704592;0,853981;0,100752;0,0905282;0,679867
20-Oct-2006;0,515263;0,0012877;0,436638265;0,855811;0,101718;0,0900725;0,678246
23-Oct-2006;0,517071;0,0012925;0,435787245;0,854143;0,10137;0,0887498;0,680267
24-Oct-2006;0,515583;0,00129204;0,435618878;0,853813;0,10182;0,0879041;0,680817
25-Oct-2006;0,517082;0,00128853;0,435998469;0,854557;0,102489;0,0893226;0,679298
26-Oct-2006;0,516883;0,00129081;0,437497449;0,857495;0,103469;;0,677701
27-Oct-2006;0,517293;0,00129101;0,43784949;0,858185;0,103258;0,0899192;0,676642
30-Oct-2006;0,519385;0,00128622;0,437763776;0,858017;0,102961;0,0905032;0,674701
31-Oct-2006;0,519716;0,00128455;0,437660714;0,857815;0,102954;0,0906923;0,675658
1-nov-06;0,521045;;0,438210714;0,858893;0,103475;0,091789;0,673272
2-nov-06;0,519856;0,00128309;0,43857398;0,859605;0,104283;0,0907415;0,673302
3-nov-06;0,521303;0,00128105;0,438304082;0,859076;0,1042;;0,673257
6-nov-06;0,52037;0,00128553;0,438019898;0,858519;0,104051;0,0913369;0,675893
7-nov-06;0,521638;0,00128516;0,438811224;0,86007;0,104239;0,0921805;0,6743
8-nov-06;0,51948;0,00128645;0,43884949;0,860145;0,104349;0,0914743;0,673251
9-nov-06;0,516602;0,00128233;0,439894898;0,862194;0,104743;0,0919863;0,6738
10-nov-06;0,515303;0,00127858;0,440545408;0,863469;0,105294;0,0929037;0,671229
13-nov-06;0,516206;0,00128085;0,440380612;0,863146;0,105301;0,0924751;0,672756
14-nov-06;0,514759;0,0012774;0,440491327;0,863363;0,105135;0,0927967;0,67324
15-nov-06;0,516342;0,00127938;0,440282143;0,862953;0,104651;0,092222;0,674604
16-nov-06;0,516508;0,0012763;0,440319898;0,863027;0,10496;0,0941381;0,674029
17-nov-06;0,517385;0,00127913;0,439976531;0,862354;0,104301;;0,675085
20-nov-06;0,517577;0,00127249;0,44112449;0,864604;0,104648;0,0925519;0,673315
21-nov-06;0,518328;0,00127309;0,440377551;0,86314;0,10442;0,0932952;0,673591
22-nov-06;0,518473;0,00126781;0,441483673;0,865308;0,104861;0,0935251;0,67151
23-nov-06;;;0,442266837;0,866843;;;0,669222
24-nov-06;;;0,444184184;0,870601;;;0,665699
27-nov-06;0,518484;0,00125485;0,445096429;0,872389;0,105501;0,0938272;0,665235
28-nov-06;0,517566;0,00125517;0,445883673;0,873932;0,105534;0,0927112;0,664739
29-nov-06;0,519594;0,00125142;0,445738776;0,873648;0,105872;0,0931955;0,664018
30-nov-06;0,520651;0,00125309;0,446678571;0,87549;0,107211;;0,66325
1-dec-06;0,522619;0,00125429;0,447240306;0,876591;0,107392;0,09283;0,661878
4-dec-06;0,51899;0,00125457;0,448016837;0,878113;0,107657;0,0921493;0,659789
5-dec-06;0,5194;0,00125375;0,448371429;0,878808;0,108094;0,0923279;0,659221
6-dec-06;0,52003;0,00125835;0,447221939;0,876555;0,107751;0,0928117;0,660355
7-dec-06;0,521009;0,00125598;0,447930612;0,877944;0,108461;0,0937865;0,660257
8-dec-06;0,521852;;0,447833163;0,877753;0,108124;0,0934499;0,661158
11-dec-06;0,519357;0,00126507;0,446384184;0,874913;0,107721;0,0938473;0,66397
12-dec-06;0,520366;0,00126206;0,44775102;0,877592;0,107919;0,0949332;0,662634
13-dec-06;0,521342;0,00125748;0,447819388;0,877726;0,10767;0,0947974;0,661686
14-dec-06;0,521968;0,00125906;0,446796939;0,875722;0,10745;0,0946973;0,663828
15-dec-06;0,520615;0,00126402;0,445225;0,872641;0,106941;0,0945786;0,665833
18-dec-06;0,520659;0,00126952;0,445116327;0,872428;0,107164;0,0951078;0,66623
19-dec-06;0,518584;0,00126444;0,446045918;0,87425;0,107086;0,0945128;0,664425
20-dec-06;0,520515;0,00125865;0,446776531;0,875682;0,1073;0,0948848;0,663245
21-dec-06;0,522173;0,00126083;0,446668367;0,87547;0,107645;0,0950418;0,664342
22-dec-06;0,52212;0,00125654;0,446984184;0,876089;0,10714;;0,664106
26-dec-06;;;0;;;;0,665863
27-dec-06;0,522337;;0,446448469;0,875039;0,106348;0,0952685;0,664974
28-dec-06;0,523366;0,00124612;0,447120408;0,876356;0,106387;0,0948349;0,665267
29-dec-06;0,52599;0,00124378;0,446648469;0,875431;0,106268;0,0953681;0,664716
2-jan-07;0,526188;;0,448735204;0,879521;0,107154;0,0956405;0,662789
3-jan-07;0,529756;0,00124313;0,448472959;0,879007;0,106694;;0,664354
4-jan-07;0,527604;0,00123944;0,446067347;0,874292;0,10568;0,0948249;0,667093
5-jan-07;0,521645;0,00123341;0,445186224;0,872565;0,105345;0,0934027;0,666895
8-jan-07;0,521593;;0,443793367;0,869835;0,105256;0,0925924;0,668795
9-jan-07;0,523476;0,00123088;0,444041327;0,870321;0,105423;0,0928544;0,668552
10-jan-07;0,521853;0,0012341;0,443456633;0,869175;0,104738;0,090618;0,669214
11-jan-07;0,524735;0,00123431;0,444230102;0,870691;0,104243;0,0923039;0,670588
12-jan-07;0,52357;0,00124704;0,441547959;0,865434;0,103726;0,0923941;0,671243
15-jan-07;0,526089;;0,44214949;0,866613;0,104048;0,0929445;0,669665
16-jan-07;0,523938;0,00123828;0,442214286;0,86674;0,10425;0,0927432;0,669142
17-jan-07;0,525276;0,00123544;0,44149898;0,865338;0,103658;0,0928445;0,670337
18-jan-07;0,528287;0,00123491;0,441883163;0,866091;0,10355;0,0937406;0,670245
19-jan-07;0,529452;0,00123791;0,442743367;0,867777;0,103702;0,0936621;0,669684
22-jan-07;0,529234;0,00123721;0,44220051;0,866713;0,103581;0,0944994;0,670001
23-jan-07;0,526952;0,00123673;0,444396429;0,871017;0,104313;0,0941449;0,667958
24-jan-07;0,52427;0,00123675;0,443816837;0,869881;0,105268;0,0939441;0,668882
25-jan-07;0,521503;0,00124096;0,442931633;0,868146;0,105717;0,0935576;0,668937
26-jan-07;;0,00124605;0,441972449;0,866266;;;0,671472
29-jan-07;0,519589;0,00123845;0,442604082;0,867504;0,106117;;0,671391
30-jan-07;0,518355;0,00123245;0,443696429;0,869645;0,10647;;0,670402
31-jan-07;0,518068;0,00123092;0,44352398;0,869307;;;0,671072
1-feb-07;0,518068;0,00122755;0,44400051;0,870241;0,1071;0,0930903;0,668388
2-feb-07;0,516758;0,00123098;0,444081633;0,8704;0,106987;0,0932371;0,66851
5-feb-07;0,518523;0,00122739;0,44217551;0,866664;0,106732;0,0925511;0,670533
6-feb-07;0,518785;0,00122377;0,442510204;0,86732;0,106918;0,0929198;0,669487
7-feb-07;0,519726;0,00122229;0,443206633;0,868685;0,107385;0,0930951;0,668888
8-feb-07;0,52303;0,00121979;0,443592347;0,869441;0,107398;0,0937345;0,669264
9-feb-07;0,523141;0,00122246;0,444745408;0,871701;0,107208;0,0936003;0,670178
12-feb-07;0,51947;0,00122973;0,443701531;0,869655;0,107424;0,0922029;0,671237
13-feb-07;0,51798;0,00122631;0,44520051;0,872593;0,107581;0,092618;0,670091
14-feb-07;0,521143;0,00122832;0,445943878;0,87405;0,108054;0,0925391;0,668132
15-feb-07;0,522459;0,00123271;0,446716327;0,875564;0,108328;0,0928902;0,666487
16-feb-07;0,522892;0,00123628;0,44607551;0,874308;0,108685;;0,666444
19-feb-07;0,525085;0,00123468;0,446739286;0,875609;0,108852;0,0933859;0,666775
20-feb-07;0,524497;0,0012356;0,447134694;0,876384;0,108983;0,0937041;0,666705
21-feb-07;0,525206;0,00123752;0,447397959;0,8769;0,108763;0,0938253;0,667098
22-feb-07;0,528546;0,00123812;0,446807653;0,875743;0,108606;0,0945789;0,6682
23-feb-07;0,526277;0,0012449;0,447310714;0,876729;0,108695;;0,667526
26-feb-07;0,527503;0,00124272;0,447254082;0,876618;0,108721;0,0938863;0,666123
27-feb-07;0,527435;0,00124096;0,448386224;0,878837;0,10905;0,0928408;0,664276
28-feb-07;0,523687;0,00123431;0,447945408;0,877973;0,108125;0,0914136;0,664577
1-Mar-2007;0,521468;0,00122844;0,447656122;0,877406;0,108201;0,0912579;0,663445
2-Mar-2007;0,521723;0,00122754;0,446343367;0,874833;0,107791;0,090547;0,664615
5-Mar-2007;0,517265;0,00123202;0,444483163;0,871187;0,106463;0,0889041;0,665892
6-Mar-2007;0,515205;0,00122855;0,445007143;0,872214;0,106868;0,0900963;0,665812
7-Mar-2007;0,516894;0,00123765;0,446101531;0,874359;0,107316;0,0895321;0,665671
8-Mar-2007;0,517236;0,00123816;0,446515306;0,87517;0,107343;0,0902886;0,665427
9-Mar-2007;0,518515;0,00123979;0,446686735;0,875506;;0,0900583;0,665531
12-Mar-2007;0,519716;0,00123502;0,446437245;0,875017;0,107734;0,0906143;0,665109
13-Mar-2007;0,522368;0,00123286;0,448305102;0,878678;0,108553;0,0897111;0,664759
14-Mar-2007;0,519621;0,00123225;0,446928571;0,87598;0,107847;0,0888338;0,664477
15-Mar-2007;0,52214;0,00122953;0,448153061;0,87838;0,108616;0,0894453;0,664131
16-Mar-2007;0,523798;0,00122927;0,44962449;0,881264;0,108271;0,0891322;0,661361
19-Mar-2007;0,527127;0,00123387;0,449690816;0,881394;0,108174;0,0892327;0,662553
20-Mar-2007;0,528857;0,00123577;0,449347959;0,880722;0,107866;0,0897556;0,662396
