Brent + 3Y;;Brent + 2Y;;Brent + 1Y;;Brent + 6M;;WTI + 3Y;;WTI + 2Y;;WTI + 1Y;;WTI + 6M;
Date;COM1 Comdty;Date;COM0 Comdty;Date;COM9 Comdty;Date;COZ8 Comdty;Date;CLK1 Comdty;Date;CLK0 Comdty;Date;CLK9 Comdty;Date;CLX8 Comdty
02.05.2018;60,37;;;17.10.2017;54,94;18.10.2016;57,47;;;;;;;;
03.05.2018;60,53;;;18.10.2017;55,24;19.10.2016;58,22;;;;;;;;
04.05.2018;61,56;;;19.10.2017;54,9;20.10.2016;57,47;;;;;;;;
07.05.2018;62,14;;;20.10.2017;55,31;21.10.2016;58;;;;;;;;
08.05.2018;61,48;;;23.10.2017;55,11;24.10.2016;58,17;;;;;;;;
09.05.2018;63,12;;;24.10.2017;55,74;25.10.2016;57,92;;;;;;;;
10.05.2018;63,55;;;25.10.2017;55,88;26.10.2016;57,05;;;;;;;;
11.05.2018;63,83;;;26.10.2017;56,19;27.10.2016;57,18;;;;;;;;
14.05.2018;64,46;;;27.10.2017;57,02;28.10.2016;56,5;;;;;;;;
;;;;30.10.2017;57,38;31.10.2016;55,01;;;;;;;;
;;;;31.10.2017;57,5;01.11.2016;54,95;;;;;;;;
;;;;01.11.2017;56,99;02.11.2016;54,16;;;;;;;;
;;;;02.11.2017;56,85;03.11.2016;53,67;;;;;;;;
;;;;03.11.2017;57,7;04.11.2016;53,21;;;;;;;;
;;;;06.11.2017;59,15;07.11.2016;53,77;;;;;;;;
;;;;07.11.2017;59,09;08.11.2016;53,89;;;;;;;;
;;;;08.11.2017;59,34;09.11.2016;54,36;;;;;;;;
;;;;09.11.2017;59,71;10.11.2016;54,05;;;;;;;;
;;;;10.11.2017;59,93;11.11.2016;52,82;;;;;;;;
;;;;13.11.2017;59,93;14.11.2016;52,21;;;;;;;;
;;;;14.11.2017;58,72;15.11.2016;53,81;;;;;;;;
;;;;15.11.2017;58,62;16.11.2016;53,48;;;;;;;;
;;;;16.11.2017;58,2;17.11.2016;53,72;;;;;;;;
;;;;17.11.2017;58,76;18.11.2016;53,88;;;;;;;;
;;;;20.11.2017;58,35;21.11.2016;55,42;;;;;;;;
;;;;21.11.2017;58,4;22.11.2016;55,61;;;;;;;;
;;;;22.11.2017;58,79;23.11.2016;55,39;;;;;;;;
;;;;23.11.2017;59,14;24.11.2016;55,38;;;;;;;;
;;;;24.11.2017;59,24;25.11.2016;53,97;;;;;;;;
;;;;27.11.2017;59,41;28.11.2016;54,8;;;;;;;;
;;;;28.11.2017;59,44;29.11.2016;53,17;;;;;;;;
;;;;29.11.2017;58,8;30.11.2016;55,86;;;;;;;;
;;;;30.11.2017;58,64;01.12.2016;56,32;;;;;;;;
;;;;01.12.2017;59,31;02.12.2016;57,11;;;;;;;;
;;;;04.12.2017;58,81;05.12.2016;57,62;;;;;;;;
;;;;05.12.2017;59,27;06.12.2016;57,06;;;;;;;;
;;;;06.12.2017;58,29;07.12.2016;56,41;;;;;;;;
;;;;07.12.2017;59,02;08.12.2016;56,62;;;;;;;;
;;;;08.12.2017;59,6;09.12.2016;57,04;;;;;;;;
;;;;11.12.2017;60,03;12.12.2016;57,15;;;;;;;;
;;;;12.12.2017;59,02;13.12.2016;57,18;;;;;;;;
;;;;13.12.2017;58,04;14.12.2016;56,15;;;;;;;;
;;;;14.12.2017;58,75;15.12.2016;56,17;;;;;;;;
;;;;15.12.2017;58,65;16.12.2016;56,59;;;;;;;;
;;;;18.12.2017;59,25;19.12.2016;56,44;;;;;;;;
;;;;19.12.2017;59,76;20.12.2016;57,13;;;;;;;;
;;;;20.12.2017;59,99;21.12.2016;56,54;;;;;;;;
;;;;21.12.2017;60,28;22.12.2016;56,79;;;;;;;;
;;;;22.12.2017;60,62;23.12.2016;56,95;;;;;;;;
;;;;26.12.2017;61,76;27.12.2016;57,59;;;;;;;;
;;;;27.12.2017;61,47;28.12.2016;57,86;;;;;;;;
;;;;28.12.2017;61,53;29.12.2016;57,91;;;;;;;;
;;;;29.12.2017;61,71;30.12.2016;57,98;;;;;;;;
;;;;02.01.2018;61,7;02.01.2017;57,98;;;;;;;;
;;;;03.01.2018;62,21;03.01.2017;57,02;;;;;;;;
;;;;04.01.2018;62,39;04.01.2017;57,94;;;;;;;;
;;;;05.01.2018;62,38;05.01.2017;58,25;;;;;;;;
;;;;08.01.2018;62,71;06.01.2017;58,37;;;;;;;;
;;;;09.01.2018;63,44;09.01.2017;56,7;;;;;;;;
;;;;10.01.2018;63,53;10.01.2017;55,67;;;;;;;;
;;;;11.01.2018;63,49;11.01.2017;56,53;;;;;;;;
;;;;12.01.2018;63,95;12.01.2017;57,24;;;;;;;;
;;;;15.01.2018;64,61;13.01.2017;56,53;;;;;;;;
;;;;16.01.2018;63,87;16.01.2017;56,86;;;;;;;;
;;;;17.01.2018;64,06;17.01.2017;56,85;;;;;;;;
;;;;18.01.2018;64,16;18.01.2017;55,83;;;;;;;;
;;;;19.01.2018;63,77;19.01.2017;56,14;;;;;;;;
;;;;22.01.2018;63,99;20.01.2017;57,2;;;;;;;;
;;;;23.01.2018;64,52;23.01.2017;56,7;;;;;;;;
;;;;24.01.2018;64,56;24.01.2017;56,8;;;;;;;;
;;;;25.01.2018;64,67;25.01.2017;56,22;;;;;;;;
;;;;26.01.2018;64,66;26.01.2017;56,77;;;;;;;;
;;;;29.01.2018;64,13;27.01.2017;55,69;;;;;;;;
;;;;30.01.2018;63,48;30.01.2017;55,64;;;;;;;;
;;;;31.01.2018;63,67;31.01.2017;55,84;;;;;;;;
;;;;01.02.2018;64,16;01.02.2017;56,86;;;;;;;;
;;;;02.02.2018;63,12;02.02.2017;56,46;;;;;;;;
;;;;05.02.2018;62,52;03.02.2017;56,71;;;;;;;;
;;;;06.02.2018;61,77;06.02.2017;56,03;;;;;;;;
;;;;07.02.2018;60,74;07.02.2017;55,41;;;;;;;;
;;;;08.02.2018;60,35;08.02.2017;55,62;;;;;;;;
;;;;09.02.2018;58,69;09.02.2017;56,04;;;;;;;;
;;;;12.02.2018;58,7;10.02.2017;56,53;;;;;;;;
;;;;13.02.2018;58,93;13.02.2017;55,57;;;;;;;;
;;;;14.02.2018;59,81;14.02.2017;55,72;;;;;;;;
;;;;15.02.2018;59,73;15.02.2017;55,54;;;;;;;;
;;;;16.02.2018;60,19;16.02.2017;55,52;;;;;;;;
;;;;19.02.2018;60,89;17.02.2017;55,55;;;;;;;;
;;;;20.02.2018;60,92;20.02.2017;55,57;;;;;;;;
;;;;21.02.2018;61,03;21.02.2017;55,29;;;;;;;;
;;;;22.02.2018;61,61;22.02.2017;54,79;;;;;;;;
;;;;23.02.2018;62,44;23.02.2017;55,41;;;;;;;;
;;;;26.02.2018;62,84;24.02.2017;55,24;;;;;;;;
;;;;27.02.2018;62,28;27.02.2017;55,51;;;;;;;;
;;;;28.02.2018;60,6;28.02.2017;55,97;;;;;;;;
;;;;01.03.2018;60,02;01.03.2017;55,72;;;;;;;;
;;;;02.03.2018;60,43;02.03.2017;55,18;;;;;;;;
;;;;05.03.2018;61,49;03.03.2017;55,54;;;;;;;;
;;;;06.03.2018;61,68;06.03.2017;55,6;;;;;;;;
;;;;07.03.2018;60,6;07.03.2017;55,51;;;;;;;;
;;;;08.03.2018;60,2;08.03.2017;53,46;;;;;;;;
;;;;09.03.2018;61,61;09.03.2017;52,67;;;;;;;;
;;;;12.03.2018;61,43;10.03.2017;51,8;;;;;;;;
;;;;13.03.2018;61,36;13.03.2017;51,93;;;;;;;;
;;;;14.03.2018;61,54;14.03.2017;51,59;;;;;;;;
;;;;15.03.2018;61,59;15.03.2017;52,05;;;;;;;;
;;;;16.03.2018;62,23;16.03.2017;51,85;;;;;;;;
;;;;19.03.2018;61,87;17.03.2017;51,81;;;;;;;;
;;;;20.03.2018;62,78;20.03.2017;51,87;;;;;;;;
;;;;21.03.2018;64,42;21.03.2017;51,59;;;;;;;;
;;;;22.03.2018;63,92;22.03.2017;51,58;;;;;;;;
;;;;23.03.2018;64,92;23.03.2017;51,25;;;;;;;;
;;;;26.03.2018;64,66;24.03.2017;51,43;;;;;;;;
;;;;27.03.2018;64,78;27.03.2017;51,7;;;;;;;;
;;;;28.03.2018;64,23;28.03.2017;51,88;;;;;;;;
;;;;29.03.2018;64,52;29.03.2017;52,56;;;;;;;;
;;;;02.04.2018;63,03;30.03.2017;53,17;;;;;;;;
;;;;03.04.2018;63,68;31.03.2017;53,52;;;;;;;;
;;;;04.04.2018;63,65;03.04.2017;53,55;;;;;;;;
;;;;05.04.2018;64,06;04.04.2017;54,25;;;;;;;;
;;;;06.04.2018;62,97;05.04.2017;54,29;;;;;;;;
;;;;09.04.2018;63,9;06.04.2017;54,62;;;;;;;;
;;;;10.04.2018;65,28;07.04.2017;54,95;;;;;;;;
;;;;11.04.2018;66,34;10.04.2017;55,72;;;;;;;;
;;;;12.04.2018;66,02;11.04.2017;56,05;;;;;;;;
;;;;13.04.2018;66,51;12.04.2017;56,12;;;;;;;;
;;;;16.04.2018;65,9;13.04.2017;56,2;;;;;;;;
;;;;17.04.2018;66,07;17.04.2017;55,96;;;;;;;;
;;;;18.04.2018;67,23;18.04.2017;55,68;;;;;;;;
;;;;19.04.2018;67,67;19.04.2017;54,02;;;;;;;;
;;;;20.04.2018;67,93;20.04.2017;53,93;;;;;;;;
;;;;23.04.2018;68,51;21.04.2017;53,41;;;;;;;;
;;;;24.04.2018;67,75;24.04.2017;53;;;;;;;;
;;;;25.04.2018;67,96;25.04.2017;53,04;;;;;;;;
;;;;26.04.2018;68,35;26.04.2017;52,99;;;;;;;;
;;;;27.04.2018;68,3;27.04.2017;52,38;;;;;;;;
;;;;30.04.2018;69,07;28.04.2017;52,67;;;;;;;;
;;;;01.05.2018;68,11;01.05.2017;52,27;;;;;;;;
;;;;02.05.2018;68,18;02.05.2017;51,19;;;;;;;;
;;;;03.05.2018;68,35;03.05.2017;51,47;;;;;;;;
;;;;04.05.2018;69,76;04.05.2017;49,79;;;;;;;;
;;;;07.05.2018;70,89;05.05.2017;50,8;;;;;;;;
;;;;08.05.2018;69,69;08.05.2017;51,09;;;;;;;;
;;;;09.05.2018;71,81;09.05.2017;50,7;;;;;;;;
;;;;10.05.2018;72,32;10.05.2017;51,64;;;;;;;;
;;;;11.05.2018;72,32;11.05.2017;51,92;;;;;;;;
;;;;14.05.2018;73,05;12.05.2017;51,69;;;;;;;;
;;;;15.05.2018;73,66;15.05.2017;51,97;;;;;;;;
;;;;;;16.05.2017;52,2;;;;;;;;
;;;;;;17.05.2017;52,53;;;;;;;;
;;;;;;18.05.2017;52,69;;;;;;;;
;;;;;;19.05.2017;53,57;;;;;;;;
;;;;;;22.05.2017;53,96;;;;;;;;
;;;;;;23.05.2017;54,1;;;;;;;;
;;;;;;24.05.2017;53,72;;;;;;;;
;;;;;;25.05.2017;51,96;;;;;;;;
;;;;;;26.05.2017;52,65;;;;;;;;
;;;;;;29.05.2017;52,83;;;;;;;;
;;;;;;30.05.2017;52,8;;;;;;;;
;;;;;;31.05.2017;51,75;;;;;;;;
;;;;;;01.06.2017;51,67;;;;;;;;
;;;;;;02.06.2017;51,17;;;;;;;;
;;;;;;05.06.2017;51;;;;;;;;
;;;;;;06.06.2017;51,18;;;;;;;;
;;;;;;07.06.2017;49,92;;;;;;;;
;;;;;;08.06.2017;50,44;;;;;;;;
;;;;;;09.06.2017;50,58;;;;;;;;
;;;;;;12.06.2017;50,56;;;;;;;;
;;;;;;13.06.2017;50,83;;;;;;;;
;;;;;;14.06.2017;49,84;;;;;;;;
;;;;;;15.06.2017;50,11;;;;;;;;
;;;;;;16.06.2017;50,41;;;;;;;;
;;;;;;19.06.2017;50;;;;;;;;
;;;;;;20.06.2017;49,43;;;;;;;;
;;;;;;21.06.2017;48,63;;;;;;;;
;;;;;;22.06.2017;48,67;;;;;;;;
;;;;;;23.06.2017;48,75;;;;;;;;
;;;;;;26.06.2017;49,02;;;;;;;;
;;;;;;27.06.2017;49,82;;;;;;;;
;;;;;;28.06.2017;50,28;;;;;;;;
;;;;;;29.06.2017;50,57;;;;;;;;
;;;;;;30.06.2017;51,55;;;;;;;;
;;;;;;03.07.2017;52,49;;;;;;;;
;;;;;;04.07.2017;52,34;;;;;;;;
;;;;;;05.07.2017;50,98;;;;;;;;
;;;;;;06.07.2017;51,15;;;;;;;;
;;;;;;07.07.2017;49,92;;;;;;;;
;;;;;;10.07.2017;50,35;;;;;;;;
;;;;;;11.07.2017;50,88;;;;;;;;
;;;;;;12.07.2017;50,86;;;;;;;;
;;;;;;13.07.2017;51,24;;;;;;;;
;;;;;;14.07.2017;51,7;;;;;;;;
;;;;;;17.07.2017;51,34;;;;;;;;
;;;;;;18.07.2017;51,51;;;;;;;;
;;;;;;19.07.2017;52,12;;;;;;;;
;;;;;;20.07.2017;51,71;;;;;;;;
;;;;;;21.07.2017;50,72;;;;;;;;
;;;;;;24.07.2017;51,17;;;;;;;;
;;;;;;25.07.2017;52,31;;;;;;;;
;;;;;;26.07.2017;52,74;;;;;;;;
;;;;;;27.07.2017;52,85;;;;;;;;
;;;;;;28.07.2017;53,1;;;;;;;;
;;;;;;31.07.2017;53,63;;;;;;;;
;;;;;;01.08.2017;52,99;;;;;;;;
;;;;;;02.08.2017;53,26;;;;;;;;
;;;;;;03.08.2017;52,81;;;;;;;;
;;;;;;04.08.2017;53,25;;;;;;;;
;;;;;;07.08.2017;53,31;;;;;;;;
;;;;;;08.08.2017;53,06;;;;;;;;
;;;;;;09.08.2017;53,22;;;;;;;;
;;;;;;10.08.2017;52,19;;;;;;;;
;;;;;;11.08.2017;52,27;;;;;;;;
;;;;;;14.08.2017;51,32;;;;;;;;
;;;;;;15.08.2017;51,3;;;;;;;;
;;;;;;16.08.2017;50,87;;;;;;;;
;;;;;;17.08.2017;51,18;;;;;;;;
;;;;;;18.08.2017;52,65;;;;;;;;
;;;;;;21.08.2017;51,53;;;;;;;;
;;;;;;22.08.2017;52,19;;;;;;;;
;;;;;;23.08.2017;52,77;;;;;;;;
;;;;;;24.08.2017;52,28;;;;;;;;
;;;;;;25.08.2017;52,55;;;;;;;;
;;;;;;28.08.2017;52,04;;;;;;;;
;;;;;;29.08.2017;52,52;;;;;;;;
;;;;;;30.08.2017;51,87;;;;;;;;
;;;;;;31.08.2017;53,74;;;;;;;;
;;;;;;01.09.2017;53,78;;;;;;;;
;;;;;;04.09.2017;53,32;;;;;;;;
;;;;;;05.09.2017;54,07;;;;;;;;
;;;;;;06.09.2017;54,48;;;;;;;;
;;;;;;07.09.2017;54,62;;;;;;;;
;;;;;;08.09.2017;53,82;;;;;;;;
;;;;;;11.09.2017;54,07;;;;;;;;
;;;;;;12.09.2017;54,28;;;;;;;;
;;;;;;13.09.2017;54,74;;;;;;;;
;;;;;;14.09.2017;55,08;;;;;;;;
;;;;;;15.09.2017;55,37;;;;;;;;
;;;;;;18.09.2017;55,03;;;;;;;;
;;;;;;19.09.2017;54,59;;;;;;;;
;;;;;;20.09.2017;55,12;;;;;;;;
;;;;;;21.09.2017;55,16;;;;;;;;
;;;;;;22.09.2017;55,26;;;;;;;;
;;;;;;25.09.2017;56,22;;;;;;;;
;;;;;;26.09.2017;56,05;;;;;;;;
;;;;;;27.09.2017;56,06;;;;;;;;
;;;;;;28.09.2017;55,54;;;;;;;;
;;;;;;29.09.2017;55,43;;;;;;;;
;;;;;;02.10.2017;54,69;;;;;;;;
;;;;;;03.10.2017;54,65;;;;;;;;
;;;;;;04.10.2017;54,61;;;;;;;;
;;;;;;05.10.2017;55,37;;;;;;;;
;;;;;;06.10.2017;54,15;;;;;;;;
;;;;;;09.10.2017;54,29;;;;;;;;
;;;;;;10.10.2017;54,94;;;;;;;;
;;;;;;11.10.2017;55,34;;;;;;;;
;;;;;;12.10.2017;54,88;;;;;;;;
;;;;;;13.10.2017;55,43;;;;;;;;
;;;;;;16.10.2017;55,77;;;;;;;;
;;;;;;17.10.2017;55,59;;;;;;;;
;;;;;;18.10.2017;55,92;;;;;;;;
;;;;;;19.10.2017;55,43;;;;;;;;
;;;;;;20.10.2017;55,88;;;;;;;;
;;;;;;23.10.2017;55,69;;;;;;;;
;;;;;;24.10.2017;56,37;;;;;;;;
;;;;;;25.10.2017;56,53;;;;;;;;
;;;;;;26.10.2017;56,96;;;;;;;;
;;;;;;27.10.2017;57,85;;;;;;;;
;;;;;;30.10.2017;58,28;;;;;;;;
;;;;;;31.10.2017;58,47;;;;;;;;
;;;;;;01.11.2017;57,97;;;;;;;;
;;;;;;02.11.2017;57,92;;;;;;;;
;;;;;;03.11.2017;58,99;;;;;;;;
;;;;;;06.11.2017;60,72;;;;;;;;
;;;;;;07.11.2017;60,62;;;;;;;;
;;;;;;08.11.2017;60,69;;;;;;;;
;;;;;;09.11.2017;61,14;;;;;;;;
;;;;;;10.11.2017;61,22;;;;;;;;
;;;;;;13.11.2017;61,17;;;;;;;;
;;;;;;14.11.2017;59,93;;;;;;;;
;;;;;;15.11.2017;59,76;;;;;;;;
;;;;;;16.11.2017;59,34;;;;;;;;
;;;;;;17.11.2017;60,14;;;;;;;;
;;;;;;20.11.2017;59,75;;;;;;;;
;;;;;;21.11.2017;59,82;;;;;;;;
;;;;;;22.11.2017;60,26;;;;;;;;
;;;;;;23.11.2017;60,61;;;;;;;;
;;;;;;24.11.2017;60,73;;;;;;;;
;;;;;;27.11.2017;60,8;;;;;;;;
;;;;;;28.11.2017;60,79;;;;;;;;
;;;;;;29.11.2017;60,05;;;;;;;;
;;;;;;30.11.2017;59,93;;;;;;;;
;;;;;;01.12.2017;60,85;;;;;;;;
;;;;;;04.12.2017;60,16;;;;;;;;
;;;;;;05.12.2017;60,6;;;;;;;;
;;;;;;06.12.2017;59,39;;;;;;;;
;;;;;;07.12.2017;60,15;;;;;;;;
;;;;;;08.12.2017;60,91;;;;;;;;
;;;;;;11.12.2017;61,5;;;;;;;;
;;;;;;12.12.2017;60,41;;;;;;;;
;;;;;;13.12.2017;59,45;;;;;;;;
;;;;;;14.12.2017;60,2;;;;;;;;
;;;;;;15.12.2017;60,15;;;;;;;;
;;;;;;18.12.2017;60,65;;;;;;;;
;;;;;;19.12.2017;61,13;;;;;;;;
;;;;;;20.12.2017;61,53;;;;;;;;
;;;;;;21.12.2017;61,84;;;;;;;;
;;;;;;22.12.2017;62,16;;;;;;;;
;;;;;;26.12.2017;63,49;;;;;;;;
;;;;;;27.12.2017;63,16;;;;;;;;
;;;;;;28.12.2017;63,25;;;;;;;;
;;;;;;29.12.2017;63,64;;;;;;;;
;;;;;;02.01.2018;63,55;;;;;;;;
;;;;;;03.01.2018;64,27;;;;;;;;
;;;;;;04.01.2018;64,47;;;;;;;;
;;;;;;05.01.2018;64,31;;;;;;;;
;;;;;;08.01.2018;64,61;;;;;;;;
;;;;;;09.01.2018;65,41;;;;;;;;
;;;;;;10.01.2018;65,65;;;;;;;;
;;;;;;11.01.2018;65,63;;;;;;;;
;;;;;;12.01.2018;66,12;;;;;;;;
;;;;;;15.01.2018;66,73;;;;;;;;
;;;;;;16.01.2018;65,89;;;;;;;;
;;;;;;17.01.2018;66,05;;;;;;;;
;;;;;;18.01.2018;66,11;;;;;;;;
;;;;;;19.01.2018;65,55;;;;;;;;
;;;;;;22.01.2018;65,82;;;;;;;;
;;;;;;23.01.2018;66,49;;;;;;;;
;;;;;;24.01.2018;66,71;;;;;;;;
;;;;;;25.01.2018;66,83;;;;;;;;
;;;;;;26.01.2018;66,93;;;;;;;;
;;;;;;29.01.2018;66,32;;;;;;;;
;;;;;;30.01.2018;65,56;;;;;;;;
;;;;;;31.01.2018;65,83;;;;;;;;
;;;;;;01.02.2018;66,49;;;;;;;;
;;;;;;02.02.2018;65,41;;;;;;;;
;;;;;;05.02.2018;64,61;;;;;;;;
;;;;;;06.02.2018;63,79;;;;;;;;
;;;;;;07.02.2018;62,6;;;;;;;;
;;;;;;08.02.2018;62,09;;;;;;;;
;;;;;;09.02.2018;60,2;;;;;;;;
;;;;;;12.02.2018;60,15;;;;;;;;
;;;;;;13.02.2018;60,34;;;;;;;;
;;;;;;14.02.2018;61,55;;;;;;;;
;;;;;;15.02.2018;61,5;;;;;;;;
;;;;;;16.02.2018;62,01;;;;;;;;
;;;;;;19.02.2018;62,81;;;;;;;;
;;;;;;20.02.2018;62,73;;;;;;;;
;;;;;;21.02.2018;62,83;;;;;;;;
;;;;;;22.02.2018;63,59;;;;;;;;
;;;;;;23.02.2018;64,47;;;;;;;;
;;;;;;26.02.2018;64,81;;;;;;;;
;;;;;;27.02.2018;64,14;;;;;;;;
;;;;;;28.02.2018;62,33;;;;;;;;
;;;;;;01.03.2018;61,64;;;;;;;;
;;;;;;02.03.2018;62,1;;;;;;;;
;;;;;;05.03.2018;63,27;;;;;;;;
;;;;;;06.03.2018;63,49;;;;;;;;
;;;;;;07.03.2018;62,25;;;;;;;;
;;;;;;08.03.2018;61,68;;;;;;;;
;;;;;;09.03.2018;63,29;;;;;;;;
;;;;;;12.03.2018;63,01;;;;;;;;
;;;;;;13.03.2018;62,87;;;;;;;;
;;;;;;14.03.2018;63,04;;;;;;;;
;;;;;;15.03.2018;63,15;;;;;;;;
;;;;;;16.03.2018;64,01;;;;;;;;
;;;;;;19.03.2018;63,67;;;;;;;;
;;;;;;20.03.2018;64,79;;;;;;;;
;;;;;;21.03.2018;66,6;;;;;;;;
;;;;;;22.03.2018;66,01;;;;;;;;
;;;;;;23.03.2018;67,18;;;;;;;;
;;;;;;26.03.2018;66,87;;;;;;;;
;;;;;;27.03.2018;66,94;;;;;;;;
;;;;;;28.03.2018;66,28;;;;;;;;
;;;;;;29.03.2018;66,68;;;;;;;;
;;;;;;02.04.2018;65,06;;;;;;;;
;;;;;;03.04.2018;65,65;;;;;;;;
;;;;;;04.04.2018;65,56;;;;;;;;
;;;;;;05.04.2018;65,95;;;;;;;;
;;;;;;06.04.2018;64,74;;;;;;;;
;;;;;;09.04.2018;65,98;;;;;;;;
;;;;;;10.04.2018;67,83;;;;;;;;
;;;;;;11.04.2018;68,94;;;;;;;;
;;;;;;12.04.2018;68,72;;;;;;;;
;;;;;;13.04.2018;69,24;;;;;;;;
;;;;;;16.04.2018;68,37;;;;;;;;
;;;;;;17.04.2018;68,55;;;;;;;;
