"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",116.849235272717,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",117.741995405818,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",117.507309403492,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",118.520917406369,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",119.06655535204,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",120.043712721341,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2010_100","2010=100",120.879273398678,,
"AUS","Australia","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2010_100","2010=100",121.320326064937,,
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1960-Q1","Q1-1960","IDX","Index","0","Units","2010_100","2010=100",28.1093498532455,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1960-Q2","Q2-1960","IDX","Index","0","Units","2010_100","2010=100",28.6095990652898,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1960-Q3","Q3-1960","IDX","Index","0","Units","2010_100","2010=100",29.5985432067472,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1960-Q4","Q4-1960","IDX","Index","0","Units","2010_100","2010=100",29.9010605081484,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1961-Q1","Q1-1961","IDX","Index","0","Units","2010_100","2010=100",30.2035778095496,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1961-Q2","Q2-1961","IDX","Index","0","Units","2010_100","2010=100",30.0406794997452,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1961-Q3","Q3-1961","IDX","Index","0","Units","2010_100","2010=100",30.6572683851788,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1961-Q4","Q4-1961","IDX","Index","0","Units","2010_100","2010=100",30.796944294424,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1962-Q1","Q1-1962","IDX","Index","0","Units","2010_100","2010=100",31.2506917877016,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1962-Q2","Q2-1962","IDX","Index","0","Units","2010_100","2010=100",31.5764314896619,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1962-Q3","Q3-1962","IDX","Index","0","Units","2010_100","2010=100",32.3327532019892,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1962-Q4","Q4-1962","IDX","Index","0","Units","2010_100","2010=100",32.2628583297181,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1963-Q1","Q1-1963","IDX","Index","0","Units","2010_100","2010=100",31.1342951966639,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1963-Q2","Q2-1963","IDX","Index","0","Units","2010_100","2010=100",32.5304851126322,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1963-Q3","Q3-1963","IDX","Index","0","Units","2010_100","2010=100",33.6590482456864,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1963-Q4","Q4-1963","IDX","Index","0","Units","2010_100","2010=100",33.8219465554908,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1964-Q1","Q1-1964","IDX","Index","0","Units","2010_100","2010=100",34.2873052490479,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1964-Q2","Q2-1964","IDX","Index","0","Units","2010_100","2010=100",34.7062191414869,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1964-Q3","Q3-1964","IDX","Index","0","Units","2010_100","2010=100",35.0668493619343,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1964-Q4","Q4-1964","IDX","Index","0","Units","2010_100","2010=100",35.5438761734194,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1965-Q1","Q1-1965","IDX","Index","0","Units","2010_100","2010=100",36.1255745403659,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1965-Q2","Q2-1965","IDX","Index","0","Units","2010_100","2010=100",36.6956617070328,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1965-Q3","Q3-1965","IDX","Index","0","Units","2010_100","2010=100",36.9400091717393,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1965-Q4","Q4-1965","IDX","Index","0","Units","2010_100","2010=100",37.1610773182384,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1966-Q1","Q1-1966","IDX","Index","0","Units","2010_100","2010=100",37.835892958015,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1966-Q2","Q2-1966","IDX","Index","0","Units","2010_100","2010=100",37.9522326314042,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1966-Q3","Q3-1966","IDX","Index","0","Units","2010_100","2010=100",37.9987912678193,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1966-Q4","Q4-1966","IDX","Index","0","Units","2010_100","2010=100",37.4054247829449,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1967-Q1","Q1-1967","IDX","Index","0","Units","2010_100","2010=100",37.219247154933,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1967-Q2","Q2-1967","IDX","Index","0","Units","2010_100","2010=100",37.1029074815437,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1967-Q3","Q3-1967","IDX","Index","0","Units","2010_100","2010=100",37.9987912678193,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1967-Q4","Q4-1967","IDX","Index","0","Units","2010_100","2010=100",38.487429279584,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1968-Q1","Q1-1968","IDX","Index","0","Units","2010_100","2010=100",38.937849198689,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1968-Q2","Q2-1968","IDX","Index","0","Units","2010_100","2010=100",39.2405051266907,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1968-Q3","Q3-1968","IDX","Index","0","Units","2010_100","2010=100",40.1019104602342,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1968-Q4","Q4-1968","IDX","Index","0","Units","2010_100","2010=100",40.7072223162378,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1969-Q1","Q1-1969","IDX","Index","0","Units","2010_100","2010=100",41.7315962263976,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1969-Q2","Q2-1969","IDX","Index","0","Units","2010_100","2010=100",42.2670492901886,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1969-Q3","Q3-1969","IDX","Index","0","Units","2010_100","2010=100",43.1750558475094,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1969-Q4","Q4-1969","IDX","Index","0","Units","2010_100","2010=100",43.838545422287,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1970-Q1","Q1-1970","IDX","Index","0","Units","2010_100","2010=100",43.1390303454147,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1970-Q2","Q2-1970","IDX","Index","0","Units","2010_100","2010=100",44.8541595492129,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1970-Q3","Q3-1970","IDX","Index","0","Units","2010_100","2010=100",45.6919618196462,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1970-Q4","Q4-1970","IDX","Index","0","Units","2010_100","2010=100",46.079249923613,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1971-Q1","Q1-1971","IDX","Index","0","Units","2010_100","2010=100",45.1940202906935,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1971-Q2","Q2-1971","IDX","Index","0","Units","2010_100","2010=100",46.1424804521764,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1971-Q3","Q3-1971","IDX","Index","0","Units","2010_100","2010=100",46.9407625257417,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1971-Q4","Q4-1971","IDX","Index","0","Units","2010_100","2010=100",46.9012467949373,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1972-Q1","Q1-1972","IDX","Index","0","Units","2010_100","2010=100",46.9486652252962,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1972-Q2","Q2-1972","IDX","Index","0","Units","2010_100","2010=100",47.7153365006434,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1972-Q3","Q3-1972","IDX","Index","0","Units","2010_100","2010=100",48.8297779161211,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1972-Q4","Q4-1972","IDX","Index","0","Units","2010_100","2010=100",49.5885420258502,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1973-Q1","Q1-1973","IDX","Index","0","Units","2010_100","2010=100",50.2742145385692,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1973-Q2","Q2-1973","IDX","Index","0","Units","2010_100","2010=100",50.6456793791724,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1973-Q3","Q3-1973","IDX","Index","0","Units","2010_100","2010=100",50.81165170104,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1973-Q4","Q4-1973","IDX","Index","0","Units","2010_100","2010=100",50.9381060590714,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1974-Q1","Q1-1974","IDX","Index","0","Units","2010_100","2010=100",51.3688846904538,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1974-Q2","Q2-1974","IDX","Index","0","Units","2010_100","2010=100",51.329362260554,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1974-Q3","Q3-1974","IDX","Index","0","Units","2010_100","2010=100",51.3293644935858,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1974-Q4","Q4-1974","IDX","Index","0","Units","2010_100","2010=100",50.6812247794292,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1975-Q1","Q1-1975","IDX","Index","0","Units","2010_100","2010=100",50.3887914004348,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1975-Q2","Q2-1975","IDX","Index","0","Units","2010_100","2010=100",50.1358625870858,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1975-Q3","Q3-1975","IDX","Index","0","Units","2010_100","2010=100",50.6812448767155,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1975-Q4","Q4-1975","IDX","Index","0","Units","2010_100","2010=100",51.6771591970662,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1976-Q1","Q1-1976","IDX","Index","0","Units","2010_100","2010=100",52.1414801991771,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1976-Q2","Q2-1976","IDX","Index","0","Units","2010_100","2010=100",52.9160497080153,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1976-Q3","Q3-1976","IDX","Index","0","Units","2010_100","2010=100",52.9318551071243,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1976-Q4","Q4-1976","IDX","Index","0","Units","2010_100","2010=100",53.9119305328889,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1977-Q1","Q1-1977","IDX","Index","0","Units","2010_100","2010=100",54.3723080008339,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1977-Q2","Q2-1977","IDX","Index","0","Units","2010_100","2010=100",54.6805713422872,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1977-Q3","Q3-1977","IDX","Index","0","Units","2010_100","2010=100",54.6647659431782,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1977-Q4","Q4-1977","IDX","Index","0","Units","2010_100","2010=100",55.6053479684564,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1978-Q1","Q1-1978","IDX","Index","0","Units","2010_100","2010=100",55.8345061582513,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1978-Q2","Q2-1978","IDX","Index","0","Units","2010_100","2010=100",56.0558241733823,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1978-Q3","Q3-1978","IDX","Index","0","Units","2010_100","2010=100",56.7909069808294,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1978-Q4","Q4-1978","IDX","Index","0","Units","2010_100","2010=100",57.454852094095,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1979-Q1","Q1-1979","IDX","Index","0","Units","2010_100","2010=100",57.5258982339726,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1979-Q2","Q2-1979","IDX","Index","0","Units","2010_100","2010=100",59.3122231907793,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1979-Q3","Q3-1979","IDX","Index","0","Units","2010_100","2010=100",59.3122276568429,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1979-Q4","Q4-1979","IDX","Index","0","Units","2010_100","2010=100",59.675807662146,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1980-Q1","Q1-1980","IDX","Index","0","Units","2010_100","2010=100",60.1539511311241,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1980-Q2","Q2-1980","IDX","Index","0","Units","2010_100","2010=100",59.76667865838,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1980-Q3","Q3-1980","IDX","Index","0","Units","2010_100","2010=100",59.5295708753626,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1980-Q4","Q4-1980","IDX","Index","0","Units","2010_100","2010=100",59.4505394137538,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1981-Q1","Q1-1981","IDX","Index","0","Units","2010_100","2010=100",60.1579214616717,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1981-Q2","Q2-1981","IDX","Index","0","Units","2010_100","2010=100",60.0077478398177,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1981-Q3","Q3-1981","IDX","Index","0","Units","2010_100","2010=100",60.1658286272898,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1981-Q4","Q4-1981","IDX","Index","0","Units","2010_100","2010=100",60.1183990317718,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1982-Q1","Q1-1982","IDX","Index","0","Units","2010_100","2010=100",60.3436449498461,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1982-Q2","Q2-1982","IDX","Index","0","Units","2010_100","2010=100",59.9721734101474,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1982-Q3","Q3-1982","IDX","Index","0","Units","2010_100","2010=100",59.3794061856358,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1982-Q4","Q4-1982","IDX","Index","0","Units","2010_100","2010=100",59.5216726418717,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1983-Q1","Q1-1983","IDX","Index","0","Units","2010_100","2010=100",60.06109943568,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1983-Q2","Q2-1983","IDX","Index","0","Units","2010_100","2010=100",60.6934091873776,"E","Estimated value"
"DEU","Germany","LORSGPOR","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series","IXOBSA","Index 2010=100, s.a.","Q","Quarterly","1983-Q3","Q3-1983","IDX","Index","0","Units","2010_100","2010=100",60.5669436641872,"E","Estimated value"
