DATE;GCSI;GCSI_PR;GCSI_IN;GCSI_EN;GCSI_OI;BCOM;BCOM_PR;BCOM_IN;BCOM_EN
30.04.2014;652,5111;1722,313;339,97;337,0782;546,64;137,7964;185,1519;130,6445;100,237
30.05.2014;649,6324;1658,577;349,17;340,2094;562,92;133,8324;178,5796;134,1878;99,5703
30.06.2014;658,5723;1772,69;358,59;349,0762;577,5;134,6268;192,3262;137,6371;101,5739
31.07.2014;621,7026;1719,92;368,57;328,4752;538,04;127,9143;186,4311;140,6914;93,6498
29.08.2014;610,9172;1715,67;371,96;320,9591;525,92;126,5745;184,568;141,3574;93,4396
30.09.2014;574,2939;1601,152;350,07;300,6083;499,62;118,6922;170,6227;131,957;89,3184
31.10.2014;539,5923;1544,223;356,04;271,2123;441,41;117,7365;164,0622;133,8956;81,1915
28.11.2014;482,1124;1543,032;344,3;228,9433;362,55;112,9451;162,9492;129,379;72,6867
31.12.2014;418,1225;1553,579;329,15;185,0499;291,95;104,3285;163,9722;123,7539;56,6487
30.01.2015;389,6819;1682,062;310,98;171,2064;264,39;100,8413;177,824;117,1188;52,8309
27.02.2015;421,2419;1597,677;312,96;194,2739;272,72;103,4379;169,1646;118,4395;57,2827
31.03.2015;396,6492;1563,042;312,83;177,3742;260,88;98,123;166,0939;117,1676;52,0018
30.04.2015;445,5848;1557,393;337,95;211,7765;326,81;103,7471;164,6962;126,3123;59,198
29.05.2015;439,0937;1571,871;311,94;210,4306;330,48;100,9465;166,8243;116,5882;57,9351
30.06.2015;440,6926;1538,909;297,51;206,634;325,93;102,6892;161,8502;110,9364;57,6803
31.07.2015;378,3843;1440,126;277,64;171,1902;258,25;91,7827;151,5297;102,8322;49,3306
31.08.2015;380,848;1482,296;273,5;174,1587;269,65;90,9328;154,7874;99,9505;49,6983
30.09.2015;359,3369;1461,291;269,28;158,7497;247,12;87,8214;152,8384;98,6015;44,7861
30.10.2015;363,4441;1503,116;262,52;160,7211;255,34;87,4289;158,3292;95,8342;43,2976
30.11.2015;336,1496;1398,209;244,84;145,8431;228,27;81,0781;146,3887;87,5033;38,6853
31.12.2015;311,6524;1389,233;253,08;126,7627;203;78,5588;145,1101;90,4397;34,6081
29.01.2016;300,6679;1459,748;249,19;118,2863;184,26;77,2234;151,9842;89,1619;32,0714
29.02.2016;303,6298;1605,093;257,88;119,4691;184,97;75,9463;165,5932;92,123;29,09
31.03.2016;323,4185;1612,378;258,04;132,9921;210,13;78,8272;167,1671;92,4441;31,3633
29.04.2016;360,407;1701,986;276,76;155,7412;251,67;85,5205;179,2709;99,062;35,5691
31.05.2016;370,9456;1596,908;257,42;165,1442;269,1;85,3383;166,5529;91,8382;36,6546
30.06.2016;374,0323;1745,868;272,48;164,8361;264,88;88,8423;184,1563;98,0239;37,7191
29.07.2016;339,3952;1807,616;278,29;144,1599;228;84,2809;192,0087;101,1115;33,6782
31.08.2016;348,2078;1736,007;269,61;154,1739;244,99;82,7727;182,4554;96,9322;34,8671
30.09.2016;364,4711;1748,138;283,78;165,2756;264,39;85,342;184,4612;101,9501;36,3098
31.10.2016;361,623;1681,378;287,54;161,3853;256,82;84,9011;176,0879;103,2591;35,3089
30.11.2016;377,2212;1551,148;317,83;170,7224;270,96;86,0015;161,9537;113,8871;36,7979
30.12.2016;398,2039;1519,861;300,9;187,4344;294,42;87,5144;158,3764;108,0971;40,1069
31.01.2017;395,8302;1606,483;326,57;180,7187;289,43;87,5922;168,2368;116,099;37,0426
28.02.2017;402,2199;1666,206;332,46;183,5087;296,01;87,7388;174,7757;118,6558;36,0213
31.03.2017;388,2245;1660,743;329,6;175,9629;277,32;85,3508;173,5888;116,1565;35,4768
28.04.2017;382,7658;1669,977;320,1;170,6991;270,36;84,0128;172,5;112,1336;34,3946
31.05.2017;377,8538;1679,839;316,92;167,5039;264,82;82,8292;173,2218;110,8737;33,2406
30.06.2017;372,3775;1632,699;327,46;160,965;252,33;82,6017;167,6792;114,5103;31,9701
31.07.2017;388,0653;1670,787;339,27;174,1779;274,96;84,3915;170,4599;119,1177;33,3986
31.08.2017;386,0041;1736,394;368,97;173,0676;258,85;84,6565;177,1384;130,4838;33,8454
29.09.2017;399,3082;1682,927;359,8;183,0691;283,19;84,4599;171,0826;125,4804;35,0059
31.10.2017;415,1419;1666,389;376,09;192,4137;298,04;86,1882;169,7054;132,6628;35,8341
30.11.2017;424,2574;1671,268;364,34;199,1672;314,59;85,7033;169,0833;127,0243;36,6282
29.12.2017;442,4357;1716,654;394,04;210,5129;331,14;88,1674;174,0493;138,51;38,0155
31.01.2018;456,533;1757,352;394,41;219,986;354,76;89,8001;177,1668;138,626;39,6775
28.02.2018;443,3807;1719,069;383,06;208,4095;337,83;88,1409;172,4302;135,4536;36,7949
30.03.2018;452,9353;1728,667;365,87;220,6617;355,91;87,4729;172,4588;129,3761;38,5358
30.04.2018;475,7616;1720,534;381,08;233,9677;375,81;89,593;171,7914;133,7187;40,4066
